name,x,y,width,height,rotated
b0,138,153,27,15,0
b1,497,338,27,16,0
b2,269,0,22,26,0
b3,488,66,21,45,0
b4,436,450,40,45,0
b5,0,346,16,26,0
b6,286,359,27,38,1
b7,89,86,35,29,0
b8,351,498,36,21,1
b9,284,514,25,44,1
b10,529,273,15,31,0
b11,328,202,41,24,0
b12,138,136,19,17,1
b13,399,464,33,48,0
b14,261,248,44,21,0
b15,84,328,15,34,1
b16,239,454,45,42,0
b17,167,324,41,37,0
b18,89,115,44,43,1
b19,270,58,23,36,1
b20,332,313,17,13,1
b21,356,0,28,44,0
b22,463,30,35,29,0
b23,535,111,17,40,1
b24,391,258,18,24,0
b25,226,0,43,29,1
b26,512,200,27,18,0
b27,49,159,40,38,1
b28,43,65,24,12,0
b29,286,329,29,30,0
b30,476,534,28,20,1
b31,238,395,36,32,1
b32,178,440,22,19,1
b33,230,166,46,45,1
b34,266,211,29,12,0
b35,356,44,26,12,1
b36,62,301,30,27,1
b37,217,506,12,29,0
b38,25,473,21,19,0
b39,273,329,12,13,0
b40,0,500,47,19,1
b41,395,0,19,36,1
b42,387,512,46,25,0
b43,512,66,39,21,0
b44,276,175,27,24,0
b45,85,62,25,24,1
b46,374,108,19,13,0
b47,402,367,40,42,1
b48,526,312,28,34,0
b49,206,176,24,48,0
b50,206,224,19,14,0
b51,512,231,14,16,0
b52,410,349,37,18,0
b53,497,197,12,36,1
b54,254,496,30,34,0
b55,68,200,26,31,0
b56,0,408,31,46,1
b57,0,298,47,48,0
b58,463,71,25,25,0
b59,102,380,38,47,1
b60,266,232,39,16,0
b61,514,384,45,31,1
b62,110,480,46,36,0
b63,139,14,46,36,1
b64,447,376,33,15,0
b65,208,322,23,13,1
b66,16,366,45,42,1
b67,469,158,14,33,0
b68,226,29,45,28,1
b69,230,211,36,27,0
b70,414,0,45,16,1
b71,44,33,34,32,0
b72,30,266,15,32,1
b73,171,506,46,12,1
b74,110,516,34,43,1
b75,209,105,37,20,1
b76,62,362,39,36,0
b77,190,361,18,40,1
b78,45,275,42,16,0
b79,62,466,40,25,0
b80,156,473,15,36,1
b81,378,230,32,15,1
b82,276,151,39,24,0
b83,476,493,37,41,0
b84,351,519,34,38,0
b85,368,363,34,43,0
b86,0,0,44,39,1
b87,238,350,48,45,1
b88,177,225,29,44,0
b89,218,416,20,42,0
b90,512,87,46,24,0
b91,218,458,21,43,1
b92,171,461,47,45,1
b93,262,309,24,20,1
b94,231,306,31,19,0
b95,476,449,37,44,1
b96,62,420,33,46,1
b97,169,109,40,15,0
b98,512,218,35,13,1
b99,414,16,40,17,0
b100,293,47,44,45,0
b101,489,354,36,30,1
b102,102,427,40,36,0
b103,402,409,34,34,0
b104,442,391,42,14,0
b105,315,363,35,33,0
b106,496,300,33,12,1
b107,47,291,15,32,1
b108,315,121,37,38,0
b109,43,77,42,46,0
b110,410,277,39,42,0
b111,362,315,13,21,0
b112,229,501,25,30,1
b113,49,123,24,36,1
b114,425,158,44,34,1
b115,62,328,22,34,1
b116,25,454,28,19,0
b117,512,252,39,21,0
b118,249,94,44,38,0
b119,378,126,45,28,1
b120,332,251,36,36,0
b121,334,419,34,38,0
b122,417,192,20,43,1
b123,13,190,36,23,1
b124,99,301,35,31,1
b125,286,287,46,42,0
b126,231,325,22,12,0
b127,0,454,25,43,0
b128,212,262,28,44,1
b129,249,132,22,34,1
b130,332,287,30,26,0
b131,87,256,48,45,0
b132,337,56,39,18,1
b133,394,314,15,43,0
b134,315,329,47,34,1
b135,395,69,15,45,1
b136,23,76,12,37,1
b137,142,452,28,21,1
b138,447,348,42,28,0
b139,315,497,36,37,0
b140,133,124,43,12,1
b141,375,300,19,45,0
b142,516,0,37,27,1
b143,455,424,24,25,0
b144,271,269,15,40,0
b145,442,405,13,45,0
b146,104,0,33,48,1
b147,410,235,30,42,0
b148,177,269,20,18,1
b149,293,92,47,22,0
b150,512,111,23,31,0
b151,174,518,42,18,1
b152,49,197,19,16,1
b153,440,208,41,30,0
b154,496,283,22,17,0
b155,73,123,14,25,1
b156,271,135,28,16,0
b157,142,339,25,20,1
b158,40,213,23,13,0
b159,453,114,32,44,1
b160,481,210,16,27,1
b161,512,154,47,46,1
b162,350,363,18,31,1
b163,395,36,22,33,1
b164,185,0,41,36,1
b165,436,542,21,17,0
b166,142,418,36,34,1
b167,169,72,36,37,0
b168,475,0,41,24,1
b169,305,232,24,39,0
b170,124,72,45,29,1
b171,62,398,40,22,1
b172,303,175,13,27,1
b173,23,158,25,32,0
b174,286,271,43,16,0
b175,16,346,16,15,1
b176,392,154,33,38,0
b177,142,381,41,37,0
b178,85,45,19,17,1
b179,0,519,46,34,0
b180,513,486,40,19,1
b181,484,384,30,28,0
b182,293,0,24,45,1
b183,183,401,33,39,0
b184,332,226,46,25,0
b185,238,427,34,27,1
b186,102,349,33,31,1
b187,108,179,38,36,1
b188,140,228,37,40,0
b189,226,57,44,12,0
b190,483,160,27,37,1
b191,196,306,34,16,1
b192,344,165,48,29,1
b193,102,332,33,17,0
b194,401,443,28,13,0
b195,0,95,13,33,1
b196,94,215,41,41,1
b197,479,412,28,37,1
b198,62,491,48,19,0
b199,284,478,31,36,0
b200,0,39,43,37,0
b201,497,312,29,26,1
b202,215,125,34,39,0
b203,171,287,28,15,1
b204,368,406,33,41,1
b205,485,139,15,21,1
b206,513,451,42,35,0
b207,172,176,33,28,0
b208,216,389,20,27,1
b209,513,415,45,36,0
b210,378,245,24,13,1
b211,463,59,16,12,0
b212,46,531,42,21,1
b213,394,282,14,32,1
b214,102,463,27,17,1
b215,272,433,29,21,0
b216,89,158,19,42,1
b217,142,361,48,20,1
b218,47,323,15,43,1
b219,156,518,18,28,1
b220,410,319,37,30,1
b221,301,433,13,45,0
b222,309,534,34,25,0
b223,455,405,22,19,0
b224,62,510,45,21,0
b225,436,495,38,47,1
b226,440,192,39,16,0
b227,271,26,13,32,0
b228,293,114,20,21,1
b229,220,535,48,24,1
b230,295,202,33,30,1
b231,459,0,16,30,0
b232,368,258,23,42,1
b233,248,238,13,16,1
b234,453,96,33,18,0
b235,174,536,46,22,1
b236,208,350,27,39,0
b237,40,226,21,40,0
b238,421,80,27,39,0
b239,139,50,40,22,0
b240,0,76,23,19,0
b241,63,231,24,13,1
b242,352,108,22,40,0
b243,205,71,37,34,0
b244,135,215,37,13,0
b245,525,346,24,36,1
b246,315,396,44,23,1
b247,378,194,39,36,1
b248,140,268,31,43,1
b249,328,462,27,35,1
b250,240,269,31,34,0
b251,352,74,43,34,0
b252,486,111,19,28,0
b253,481,197,15,13,0
b254,176,124,24,13,0
b255,317,0,39,47,1
b256,200,440,13,21,1
b257,368,447,33,17,1
b258,355,464,44,34,0
b259,395,114,26,12,0
b260,512,142,19,12,0
b261,23,113,12,45,0
b262,449,321,48,27,1
b263,417,33,46,47,1
b264,146,168,23,45,1
b265,85,0,15,45,1
b266,464,238,48,45,1
b267,498,27,34,39,0
b268,171,302,25,22,1
b269,532,27,18,37,1
b270,124,48,15,23,1
b271,206,238,42,24,0
b272,31,408,24,35,0
b273,108,158,30,21,1
b274,172,204,33,21,0
b275,140,311,22,28,0
b276,137,0,31,14,0
b277,340,74,12,47,0
b278,231,337,42,13,1
b279,172,137,43,39,1
b280,61,244,22,31,1
b281,362,345,30,18,0
b282,0,246,30,44,1
b283,362,300,13,15,0
b284,526,231,30,21,0
b285,315,462,13,33,0
b286,274,397,41,36,1
b287,179,50,42,21,0
b288,425,119,28,36,0
b289,44,0,37,33,1
b290,449,283,16,27,0
b291,316,159,28,43,0
b292,440,238,24,39,0
b293,315,419,19,43,1
b294,352,148,26,17,1
b295,385,537,43,13,0
b296,46,473,16,27,0
b297,465,283,31,38,1
b298,0,213,40,33,1
b299,199,269,13,13,1
