name,x,y,width,height,rotated
b0,393,66,27,15,0
b1,285,507,27,16,0
b2,421,0,22,26,0
b3,140,330,21,45,0
b4,338,439,45,40,1
b5,213,284,16,26,0
b6,194,310,38,27,0
b7,370,408,35,29,0
b8,345,313,21,36,0
b9,86,208,44,25,0
b10,84,132,15,31,0
b11,484,415,41,24,0
b12,338,176,17,19,0
b13,407,353,33,48,0
b14,375,223,21,44,1
b15,355,353,15,34,1
b16,36,110,45,42,0
b17,509,142,41,37,0
b18,440,370,44,43,1
b19,15,351,23,36,1
b20,236,345,17,13,1
b21,310,157,28,44,0
b22,406,433,29,35,1
b23,47,305,17,40,1
b24,482,195,18,24,0
b25,332,232,43,29,1
b26,513,281,18,27,1
b27,434,501,40,38,1
b28,201,284,12,24,1
b29,526,225,30,29,1
b30,407,401,28,20,1
b31,138,43,36,32,1
b32,181,505,22,19,1
b33,509,97,46,45,1
b34,437,274,12,29,1
b35,34,168,12,26,0
b36,41,275,27,30,0
b37,74,209,12,29,0
b38,171,481,19,21,1
b39,264,257,12,13,0
b40,355,180,47,19,1
b41,509,78,36,19,0
b42,292,0,46,25,0
b43,211,89,39,21,0
b44,24,471,27,24,0
b45,211,384,25,24,1
b46,0,430,19,13,0
b47,435,413,42,40,0
b48,283,102,34,28,1
b49,448,453,24,48,0
b50,330,138,14,19,1
b51,264,270,16,14,1
b52,457,37,37,18,0
b53,24,120,12,36,1
b54,520,311,34,30,1
b55,64,331,31,26,1
b56,526,179,31,46,1
b57,230,146,48,47,1
b58,259,286,25,25,1
b59,24,495,38,47,1
b60,68,253,16,39,1
b61,328,201,45,31,1
b62,269,450,46,36,0
b63,407,307,36,46,0
b64,480,313,33,15,0
b65,46,152,23,13,1
b66,238,404,45,42,1
b67,250,96,33,14,1
b68,210,34,45,28,1
b69,318,85,36,27,0
b70,293,25,45,16,1
b71,354,118,32,34,1
b72,375,267,32,15,0
b73,373,199,46,12,1
b74,172,183,34,43,1
b75,443,313,37,20,1
b76,211,110,39,36,0
b77,310,201,18,40,1
b78,19,455,42,16,0
b79,186,371,25,40,1
b80,0,394,15,36,1
b81,278,147,32,15,1
b82,219,221,39,24,0
b83,169,0,41,37,1
b84,84,58,38,34,1
b85,477,439,34,43,0
b86,140,397,44,39,1
b87,99,162,48,45,1
