name,x,y,width,height,rotated
b0,420,173,27,15,0
b1,511,224,16,27,1
b2,290,86,26,22,1
b3,316,481,21,45,0
b4,108,156,45,40,1
b5,352,217,26,16,1
b6,499,512,38,27,0
b7,369,386,35,29,0
b8,331,441,36,21,1
b9,0,499,25,44,1
b10,388,126,31,15,1
b11,91,12,41,24,0
b12,352,386,17,19,0
b13,410,306,33,48,0
b14,539,335,21,44,1
b15,502,293,15,34,1
b16,47,53,42,45,1
b17,367,415,37,41,1
b18,87,197,44,43,1
b19,136,133,36,23,0
b20,121,36,13,17,0
b21,443,352,44,28,1
b22,102,441,35,29,0
b23,206,208,17,40,1
b24,233,504,24,18,1
b25,325,135,29,43,0
b26,402,173,18,27,1
b27,53,157,38,40,0
b28,182,354,12,24,1
b29,286,382,30,29,1
b30,400,87,28,20,1
b31,40,229,36,32,1
b32,38,210,22,19,1
b33,91,86,46,45,1
b34,469,488,12,29,1
b35,284,441,12,26,0
b36,366,359,30,27,1
b37,387,0,29,12,1
b38,197,421,21,19,0
b39,274,213,13,12,1
b40,141,391,47,19,1
b41,388,107,36,19,0
b42,41,28,46,25,0
b43,355,165,39,21,0
b44,92,299,27,24,0
b45,412,238,25,24,1
b46,201,293,19,13,0
b47,355,41,40,42,1
b48,41,0,34,28,1
b49,38,422,24,48,0
b50,317,441,14,19,1
b51,332,319,16,14,1
b52,432,540,37,18,0
b53,393,323,12,36,1
b54,282,411,34,30,1
b55,215,98,26,31,0
b56,508,372,31,46,1
b57,171,446,47,48,0
b58,263,476,25,25,1
b59,102,358,38,47,1
b60,440,208,39,16,0
b61,355,186,45,31,1
b62,317,346,46,36,0
b63,110,470,46,36,1
b64,275,198,33,15,0
b65,74,197,13,23,0
b66,171,79,42,45,0
b67,416,15,33,14,1
b68,511,143,45,28,1
b69,366,323,27,36,1
b70,481,496,45,16,1
b71,402,141,34,32,0
b72,378,251,32,15,0
b73,290,26,46,12,1
b74,62,406,34,43,1
b75,420,188,37,20,1
b76,141,410,39,36,0
b77,275,154,18,40,1
b78,108,540,42,16,0
b79,47,98,40,25,0
b80,0,341,15,36,1
b81,171,494,32,15,1
b82,480,398,24,39,1
b83,432,499,37,41,0
b84,0,194,38,34,1
b85,398,465,34,43,0
b86,238,386,44,39,1
b87,238,341,48,45,1
b88,177,235,29,44,0
b89,218,379,20,42,0
b90,511,27,46,24,0
b91,38,470,21,43,1
b92,0,296,47,45,1
b93,219,0,24,20,1
b94,471,293,31,19,0
b95,13,123,37,44,1
b96,156,509,46,33,0
b97,416,0,40,15,0
b98,336,41,13,35,0
b99,511,171,40,17,0
b100,219,20,45,44,1
b101,527,224,30,36,0
b102,0,229,40,36,0
b103,378,217,34,34,0
b104,277,262,14,42,1
b105,102,323,33,35,1
b106,91,0,33,12,1
b107,180,42,32,15,0
b108,320,97,37,38,0
b109,286,304,46,42,1
b110,180,0,39,42,0
b111,245,522,13,21,0
b112,203,507,30,25,0
b113,140,275,24,36,1
b114,308,199,44,34,1
b115,332,297,34,22,0
b116,404,446,28,19,0
b117,440,262,21,39,1
b118,238,425,44,38,0
b119,377,508,45,28,1
b120,223,226,36,36,1
b121,53,123,38,34,1
b122,218,421,20,43,1
b123,25,513,36,23,1
b124,12,265,35,31,1
b125,134,0,46,42,0
b126,76,240,22,12,0
b127,202,532,43,25,1
b128,349,509,28,44,1
b129,339,487,34,22,0
b130,91,36,30,26,0
b131,290,38,45,48,1
b132,437,436,39,18,1
b133,457,177,43,15,1
b134,137,86,34,47,0
b135,47,336,15,45,1
b136,238,131,37,12,0
b137,108,131,28,21,1
b138,15,341,28,42,1
b139,475,116,36,37,0
b140,213,64,43,12,1
b141,377,536,45,19,1
b142,135,199,37,27,1
b143,373,456,25,24,1
b144,47,296,15,40,0
b145,437,454,13,45,0
b146,517,287,33,48,1
b147,62,296,30,42,0
b148,480,380,20,18,1
b149,428,71,47,22,0
b150,436,139,23,31,0
b151,248,76,42,18,1
b152,508,353,16,19,0
b153,62,365,30,41,1
b154,91,131,17,22,1
b155,253,313,14,25,1
b156,373,480,16,28,1
b157,471,312,25,20,1
b158,215,129,23,13,0
b159,293,154,32,44,1
b160,511,76,16,27,1
b161,229,143,46,47,0
b162,508,418,31,18,0
b163,215,76,33,22,0
b164,0,33,41,36,1
b165,92,282,21,17,0
b166,110,506,36,34,1
b167,511,188,37,36,1
b168,336,0,24,41,0
b169,38,383,24,39,0
b170,484,467,45,29,1
b171,62,449,40,22,1
b172,257,463,27,13,0
b173,504,51,32,25,1
b174,241,115,43,16,0
b175,119,299,16,15,1
b176,410,354,33,38,0
b177,141,354,41,37,0
b178,219,262,19,17,1
b179,62,490,46,34,0
b180,440,224,40,19,1
b181,443,301,28,30,1
b182,218,480,45,24,0
b183,291,269,39,33,1
b184,332,233,46,25,0
b185,511,104,34,27,1
b186,172,202,31,33,0
b187,475,0,36,38,0
b188,140,235,37,40,0
b189,511,131,44,12,0
b190,360,0,27,37,1
b191,296,441,16,34,0
b192,475,38,29,48,0
b193,180,410,17,33,1
b194,387,12,28,13,0
b195,408,392,33,13,0
b196,258,504,41,41,0
b197,274,225,28,37,1
b198,62,471,48,19,0
b199,286,346,31,36,0
b200,443,393,37,43,1
b201,264,0,29,26,1
b202,332,258,34,39,0
b203,18,430,15,28,0
b204,404,405,33,41,1
b205,469,467,15,21,1
b206,317,382,35,42,1
b207,527,76,33,28,0
b208,197,394,20,27,1
b209,229,190,45,36,0
b210,259,250,13,24,0
b211,449,55,12,16,1
b212,71,261,42,21,1
b213,238,309,14,32,1
b214,539,379,17,27,0
b215,220,279,21,29,1
b216,450,454,19,42,1
b217,443,332,48,20,1
b218,539,419,15,43,1
b219,0,430,18,28,1
b220,480,437,37,30,1
b221,206,248,13,45,0
b222,339,462,34,25,0
b223,317,462,22,19,0
b224,275,133,45,21,0
b225,0,383,38,47,1
b226,218,464,39,16,0
b227,352,405,13,32,0
b228,335,76,20,21,1
b229,354,141,48,24,1
b230,475,86,33,30,1
b231,459,139,16,30,0
b232,529,462,23,42,1
b233,539,406,16,13,0
b234,481,512,18,33,1
b235,161,57,46,22,1
b236,62,338,39,27,1
b237,248,94,40,21,1
b238,511,0,39,27,1
b239,207,308,22,40,1
b240,440,243,23,19,0
b241,141,446,13,24,0
b242,449,15,22,40,0
b243,164,279,37,34,0
b244,443,380,37,13,0
b245,475,153,36,24,0
b246,366,300,44,23,1
b247,102,405,39,36,1
b248,357,96,31,43,1
b249,13,167,35,27,0
