name,x,y,width,height,rotated
b0,96,149,36,16,0
b1,326,388,39,19,1
b2,326,407,35,41,1
b3,272,369,18,47,0
b4,0,404,32,26,1
b5,294,302,35,31,0
b6,71,203,29,13,0
b7,132,220,28,21,0
b8,79,422,32,15,0
b9,0,190,34,46,1
b10,132,188,45,32,0
b11,361,407,14,36,0
b12,0,281,42,36,1
b13,123,395,48,45,0
b14,97,383,25,15,1
b15,329,297,46,45,1
b16,276,303,18,22,0
b17,127,241,33,26,0
b18,163,278,34,19,0
b19,211,251,30,12,0
b20,215,316,28,33,0
b21,376,199,39,44,1
b22,251,416,39,26,1
b23,351,173,40,25,0
b24,351,198,25,15,0
b25,0,100,36,36,1
b26,42,345,25,43,1
b27,150,104,34,15,0
b28,403,0,38,46,1
b29,34,226,37,12,1
b30,215,173,27,17,1
b31,172,297,37,16,0
b32,425,46,23,32,0
b33,40,159,36,18,1
b34,177,181,38,19,1
b35,309,144,33,15,1
b36,215,304,28,12,0
b37,75,340,21,16,1
b38,103,185,26,33,1
b39,361,0,42,30,1
b40,418,171,28,41,0
b41,0,337,16,16,1
b42,365,342,44,19,1
b43,332,213,40,34,0
b44,285,163,27,16,0
b45,24,46,37,14,1
b46,434,123,15,48,1
b47,76,247,14,23,1
b48,394,70,26,24,1
b49,0,159,40,31,0
b50,93,0,33,42,0
b51,76,270,27,48,0
b52,269,210,37,27,1
b53,306,179,17,18,0
b54,215,349,43,16,0
b55,178,78,46,13,1
b56,214,282,25,22,1
b57,327,95,48,19,1
b58,76,162,19,41,0
b59,372,243,46,46,1
b60,418,212,30,35,0
b61,243,303,33,34,0
b62,321,260,45,37,1
b63,224,65,35,15,1
b64,126,0,48,47,1
b65,391,95,33,30,1
b66,0,236,31,31,1
b67,409,351,37,44,1
b68,418,247,24,35,1
b69,294,237,38,19,1
b70,290,402,36,14,0
b71,0,370,42,34,0
b72,75,80,34,33,0
b73,172,245,38,18,1
b74,324,114,18,29,1
b75,42,322,27,23,1
b76,140,47,14,12,0
b77,115,346,16,24,1
b78,318,34,43,26,1
b79,42,399,37,19,1
b80,424,109,15,14,1
b81,276,349,32,20,0
b82,252,80,33,32,1
b83,206,263,37,19,1
b84,132,151,43,37,0
b85,172,399,37,48,1
b86,422,282,24,24,1
b87,422,306,19,45,1
b88,69,356,28,43,0
b89,16,335,12,35,0
b90,103,218,24,45,1
b91,174,25,44,28,0
b92,285,60,42,24,0
b93,321,342,43,21,0
b94,215,236,16,15,1
b95,176,53,36,25,0
b96,24,0,25,45,0
b97,224,80,28,25,1
b98,243,234,26,16,1
b99,95,165,37,20,0
b100,324,363,27,25,0
b101,24,60,48,40,1
b102,140,79,38,25,1
b103,140,362,32,32,1
b104,285,84,36,25,0
b105,109,59,31,42,1
b106,184,113,39,34,1
b107,118,297,45,16,0
b108,285,47,33,12,0
b109,224,151,12,22,0
b110,79,399,44,23,0
b111,83,144,13,18,1
b112,224,105,18,46,0
b113,391,125,43,28,0
b114,332,173,19,39,1
b115,342,114,37,30,0
b116,243,112,42,37,1
b117,0,0,24,37,0
b118,285,109,39,35,0
b119,136,313,36,24,1
b120,161,263,45,15,1
b121,215,365,32,45,0
b122,118,267,43,30,0
b123,332,247,35,13,1
b124,36,100,39,13,1
b125,258,337,18,28,0
b126,259,0,28,38,1
b127,75,318,24,22,0
b128,136,337,36,25,0
b129,365,361,44,46,0
b130,243,259,45,44,1
b131,140,59,36,20,0
b132,93,42,16,38,1
b133,243,186,14,12,0
b134,342,144,29,16,0
b135,391,153,37,15,1
b136,285,144,24,19,0
b137,16,317,22,18,0
b138,326,12,30,22,0
b139,361,64,33,31,0
b140,375,95,12,16,0
b141,301,0,25,34,0
b142,294,256,27,46,0
b143,49,0,44,46,1
b144,40,177,29,25,1
b145,177,200,34,45,1
b146,290,369,34,33,1
b147,76,216,12,31,0
b148,123,370,17,25,0
b149,269,237,22,22,1
b150,90,216,13,30,0
b151,294,333,27,16,1
b152,103,313,33,33,1
b153,79,437,40,12,0
b154,172,313,42,44,0
b155,126,47,13,12,1
b156,209,410,42,19,1
b157,211,0,42,12,0
b158,251,385,17,28,1
b159,34,202,36,24,1
b160,177,169,36,12,1
b161,391,168,19,31,0
b162,326,0,30,12,0
b163,36,113,47,46,1
b164,150,119,27,32,1
b165,42,281,33,41,1
b166,290,416,36,12,0
b167,287,0,14,47,1
b168,174,0,37,25,0
b169,215,190,28,46,1
b170,177,147,45,22,1
b171,327,60,34,35,1
b172,218,34,25,31,1
b173,259,38,22,42,1
b174,247,365,25,20,0
b175,268,198,34,12,0
b176,0,317,16,20,1
b177,425,78,21,31,0
b178,375,144,16,20,1
b179,109,104,41,45,1
b180,285,179,21,19,1
b181,103,263,15,42,0
b182,160,220,12,33,1
b183,99,346,16,37,1
b184,312,159,19,20,1
b185,331,160,44,13,1
b186,246,12,13,48,0
b187,403,46,22,24,0
b188,306,197,24,40,0
b189,83,113,20,31,1
b190,361,30,37,34,0
b191,243,149,42,37,0
b192,218,12,28,22,1
b193,172,357,43,42,1
b194,34,238,42,43,0
b195,243,198,25,36,0
b196,375,324,39,16,0
b197,375,289,47,35,0
b198,184,91,40,22,1
b199,375,407,34,40,0
