name,x,y,width,height,rotated
b0,173,387,36,16,0
b1,77,261,19,39,0
b2,409,400,35,41,1
b3,410,308,18,47,0
b4,224,31,26,32,0
b5,215,352,35,31,0
b6,393,188,29,13,0
b7,243,182,28,21,0
b8,33,286,32,15,0
b9,0,228,34,46,1
b10,131,149,32,45,1
b11,292,239,36,14,1
b12,182,151,42,36,1
b13,364,400,45,48,1
b14,106,137,25,15,1
b15,320,291,45,46,0
b16,409,266,22,18,1
b17,385,128,33,26,0
b18,212,12,34,19,0
b19,316,209,12,30,1
b20,149,96,33,28,1
b21,37,137,44,39,0
b22,243,110,39,26,1
b23,135,250,40,25,0
b24,360,128,25,15,0
b25,250,0,36,36,0
b26,118,0,43,25,0
b27,74,348,34,15,0
b28,243,136,38,46,1
b29,212,31,12,37,0
b30,137,316,27,17,1
b31,187,92,37,16,0
b32,282,62,32,23,1
b33,137,298,36,18,1
b34,250,36,38,19,1
b35,243,203,33,15,1
b36,292,326,28,12,0
b37,37,316,21,16,1
b38,292,338,26,33,1
b39,328,233,42,30,1
b40,292,285,28,41,0
b41,224,63,16,16,1
b42,314,53,44,19,1
b43,108,339,40,34,0
b44,422,188,27,16,0
b45,187,78,37,14,1
b46,224,79,15,48,1
b47,427,229,14,23,1
b48,322,102,24,26,0
b49,128,40,40,31,0
b50,215,271,33,42,0
b51,77,300,27,48,0
b52,290,419,37,27,1
b53,104,310,18,17,1
b54,34,258,43,16,0
b55,346,115,46,13,1
b56,281,181,22,25,0
b57,108,378,48,19,1
b58,224,162,19,41,0
b59,347,156,46,46,0
b60,95,199,35,30,1
b61,37,380,34,33,1
b62,365,339,45,37,1
b63,224,127,15,35,0
b64,25,46,48,47,1
b65,322,72,33,30,1
b66,282,134,31,31,0
b67,248,219,44,37,0
b68,400,376,35,24,0
b69,320,337,38,19,1
b70,94,185,36,14,0
b71,173,353,42,34,0
b72,181,277,34,33,0
b73,149,78,38,18,1
b74,163,149,18,29,1
b75,268,321,23,27,0
b76,156,378,14,12,0
b77,37,332,16,24,1
b78,367,313,43,26,1
b79,327,409,37,19,1
b80,410,355,15,14,1
b81,115,397,20,32,1
b82,404,72,32,33,0
b83,253,415,37,19,1
b84,314,372,43,37,0
b85,0,117,37,48,1
b86,410,284,24,24,1
b87,148,333,19,45,1
b88,324,263,43,28,1
b89,0,403,35,12,1
b90,25,93,45,24,0
b91,168,50,44,28,0
b92,256,55,24,42,1
b93,12,274,21,43,1
b94,77,224,16,15,1
b95,413,204,36,25,0
b96,0,0,25,45,0
b97,149,124,28,25,1
b98,131,194,26,16,1
b99,37,117,37,20,0
b100,347,202,27,25,0
b101,130,210,48,40,1
b102,215,383,38,25,1
b103,292,253,32,32,0
b104,282,109,36,25,0
b105,74,363,31,42,1
b106,358,34,34,39,0
b107,161,0,45,16,0
b108,392,94,12,33,1
b109,392,72,12,22,0
b110,137,275,44,23,0
b111,276,206,18,13,0
b112,250,302,18,46,0
b113,303,181,43,28,0
b114,374,202,39,19,0
b115,397,229,30,37,1
b116,355,73,37,42,0
b117,0,379,37,24,1
b118,215,313,35,39,1
b119,99,274,36,24,1
b120,128,25,45,15,1
b121,253,370,32,45,0
b122,34,228,43,30,0
b123,428,308,13,35,0
b124,239,97,39,13,1
b125,33,198,28,18,1
b126,215,233,28,38,1
b127,178,209,24,22,0
b128,81,114,25,36,1
b129,248,256,44,46,0
b130,392,27,44,45,0
b131,99,254,36,20,0
b132,320,356,38,16,0
b133,117,298,14,12,0
b134,240,63,16,29,1
b135,37,301,37,15,1
b136,328,209,19,24,1
b137,250,348,18,22,1
b138,294,209,22,30,1
b139,73,46,33,31,0
b140,78,185,16,12,1
b141,359,0,25,34,0
b142,370,227,27,46,0
b143,25,0,46,44,0
b144,99,229,29,25,1
b145,393,154,45,34,0
b146,81,152,34,33,1
b147,33,216,31,12,1
b148,286,0,17,25,0
b149,77,239,22,22,1
b150,181,264,30,13,1
b151,115,152,16,27,0
b152,181,231,33,33,1
b153,34,274,40,12,0
b154,73,405,42,44,0
b155,104,298,13,12,1
b156,182,187,42,19,1
b157,208,0,42,12,0
b158,431,252,17,28,1
b159,37,356,36,24,1
b160,135,397,36,12,1
b161,163,178,19,31,0
b162,230,203,12,30,1
b163,71,0,47,46,1
b164,392,0,32,27,0
b165,0,165,33,41,1
b166,0,274,12,36,1
b167,428,105,14,47,1
b168,288,25,25,37,1
b169,313,0,46,28,0
b170,33,176,45,22,1
b171,173,16,35,34,0
b172,64,199,31,25,0
b173,358,376,42,22,0
b174,313,143,25,20,0
b175,397,266,12,34,1
b176,169,409,16,20,1
b177,108,116,31,21,1
b178,282,165,20,16,0
b179,108,71,41,45,1
b180,268,302,21,19,1
b181,318,128,42,15,1
b182,104,327,33,12,0
b183,303,165,37,16,0
b184,108,46,20,19,0
b185,338,143,44,13,1
b186,301,371,13,48,0
b187,404,105,24,22,1
b188,282,85,40,24,1
b189,0,359,31,20,0
b190,74,77,34,37,1
b191,0,317,37,42,1
b192,202,206,28,22,1
b193,173,310,42,43,0
b194,182,108,42,43,0
b195,313,28,36,25,1
b196,285,371,16,39,1
b197,185,408,47,35,0
b198,367,273,22,40,0
b199,135,409,34,40,0
