name,x,y,width,height,rotated
b0,126,194,36,16,0
b1,221,147,19,39,0
b2,33,180,41,35,0
b3,426,252,18,47,0
b4,80,152,26,32,0
b5,402,221,35,31,0
b6,358,105,13,29,1
b7,337,104,21,28,1
b8,246,361,15,32,1
b9,51,358,46,34,0
b10,117,0,45,32,0
b11,332,134,36,14,1
b12,363,25,36,42,0
b13,25,47,48,45,0
b14,33,215,25,15,1
b15,247,242,46,45,1
b16,390,112,22,18,1
b17,280,145,33,26,0
b18,179,51,34,19,0
b19,34,247,30,12,0
b20,293,338,33,28,1
b21,123,210,39,44,1
b22,293,222,39,26,1
b23,360,0,40,25,0
b24,162,194,15,25,1
b25,261,21,36,36,1
b26,0,0,25,43,1
b27,36,350,15,34,1
b28,332,232,38,46,1
b29,400,39,37,12,1
b30,329,187,17,27,0
b31,162,226,37,16,0
b32,36,327,32,23,1
b33,172,350,36,18,1
b34,281,171,19,38,0
b35,241,57,33,15,1
b36,437,213,12,28,1
b37,171,242,21,16,1
b38,178,138,33,26,0
b39,416,126,30,42,0
b40,215,256,28,41,0
b41,58,215,16,16,0
b42,171,258,44,19,1
b43,243,103,40,34,0
b44,214,113,27,16,0
b45,37,132,37,14,1
b46,226,57,15,48,1
b47,395,331,14,23,1
b48,152,112,26,24,1
b49,243,72,40,31,0
b50,416,84,33,42,0
b51,76,266,27,48,0
b52,326,77,37,27,1
b53,332,214,17,18,0
b54,33,231,43,16,0
b55,196,0,46,13,1
b56,349,207,22,25,0
b57,123,254,48,19,1
b58,73,47,41,19,1
b59,76,204,46,46,0
b60,261,383,30,35,0
b61,0,374,34,33,1
b62,171,368,37,45,0
b63,226,42,35,15,1
b64,69,0,48,47,1
b65,73,66,33,30,1
b66,184,277,31,31,1
b67,74,108,37,44,1
b68,291,391,35,24,0
b69,243,179,38,19,1
b70,152,98,36,14,0
b71,80,405,42,34,0
b72,400,51,34,33,0
b73,208,366,38,18,1
b74,214,129,29,18,0
b75,212,233,27,23,1
b76,320,143,12,14,1
b77,406,393,16,24,1
b78,283,74,43,26,1
b79,376,353,19,37,0
b80,278,347,15,14,1
b81,68,338,32,20,0
b82,370,248,32,33,0
b83,326,58,37,19,1
b84,178,164,43,37,0
b85,0,132,37,48,1
b86,337,324,24,24,1
b87,420,168,19,45,1
b88,37,152,43,28,1
b89,64,247,12,35,0
b90,100,338,24,45,1
b91,126,144,44,28,0
b92,76,314,42,24,0
b93,277,0,43,21,0
b94,278,331,15,16,0
b95,178,113,36,25,0
b96,391,130,25,45,0
b97,156,277,28,25,1
b98,114,47,26,16,1
b99,215,329,20,37,1
b100,302,194,27,25,0
b101,25,92,48,40,1
b102,178,201,38,25,1
b103,215,297,32,32,0
b104,293,366,36,25,0
b105,329,348,31,42,1
b106,406,354,34,39,0
b107,179,35,45,16,0
b108,123,273,33,12,0
b109,145,35,22,12,1
b110,36,404,44,23,0
b111,297,21,18,13,0
b112,402,175,18,46,0
b113,246,418,43,28,0
b114,371,105,19,39,1
b115,283,115,37,30,0
b116,365,294,42,37,1
b117,208,384,37,24,1
b118,412,0,35,39,1
b119,320,0,24,36,0
b120,124,393,45,15,1
b121,122,408,45,32,1
b122,235,331,43,30,0
b123,267,209,35,13,1
b124,289,430,39,13,1
b125,297,34,18,28,0
b126,363,67,28,38,1
b127,0,352,24,22,0
b128,0,327,36,25,0
b129,247,287,46,44,1
b130,293,293,44,45,0
b131,36,427,36,20,0
b132,188,70,38,16,0
b133,320,129,12,14,1
b134,224,13,16,29,1
b135,283,100,37,15,1
b136,402,252,24,19,0
b137,100,383,18,22,1
b138,365,331,30,22,0
b139,204,413,31,33,1
b140,103,266,16,12,1
b141,145,48,34,25,1
b142,371,183,27,46,0
b143,25,0,44,46,1
b144,34,259,29,25,1
b145,293,248,34,45,1
b146,111,66,34,33,1
b147,111,171,12,31,0
b148,320,104,17,25,0
b149,261,361,22,22,1
b150,348,148,30,13,1
b151,302,178,27,16,1
b152,0,287,33,33,1
b153,289,418,40,12,0
b154,364,390,42,44,0
b155,167,35,12,13,0
b156,242,0,19,42,0
b157,283,62,42,12,0
b158,399,84,17,28,1
b159,136,323,36,24,1
b160,73,96,36,12,1
b161,371,229,31,19,1
b162,400,0,12,30,1
b163,124,347,47,46,1
b164,188,86,32,27,0
b165,0,180,33,41,1
b166,36,392,36,12,0
b167,221,186,14,47,1
b168,409,313,37,25,0
b169,337,278,28,46,1
b170,315,36,45,22,1
b171,162,0,34,35,1
b172,0,407,31,25,0
b173,349,161,42,22,0
b174,267,222,25,20,0
b175,364,353,12,34,1
b176,192,242,20,16,0
b177,136,302,31,21,1
b178,261,0,16,20,1
b179,111,99,41,45,1
b180,313,157,19,21,0
b181,409,271,15,42,0
b182,103,298,33,12,0
b183,76,250,37,16,0
b184,106,152,20,19,0
b185,365,281,44,13,1
b186,103,285,48,13,1
b187,349,183,22,24,0
b188,243,198,24,40,0
b189,80,184,31,20,0
b190,167,413,37,34,0
b191,243,137,37,42,1
b192,196,13,28,22,1
b193,34,284,42,43,0
b194,172,308,43,42,1
b195,145,73,36,25,1
b196,332,148,16,39,1
b197,329,390,35,47,1
b198,126,172,40,22,1
b199,0,247,34,40,0
