name,x,y,width,height,rotated
b0,326,129,36,16,0
b1,224,199,19,39,0
b2,174,367,41,35,0
b3,288,21,18,47,0
b4,294,334,26,32,0
b5,182,148,35,31,0
b6,78,368,29,13,0
b7,75,125,28,21,0
b8,246,262,32,15,0
b9,0,224,34,46,1
b10,110,117,45,32,0
b11,432,340,14,36,0
b12,103,47,42,36,1
b13,125,360,48,45,0
b14,184,87,25,15,1
b15,25,47,46,45,1
b16,240,244,22,18,1
b17,131,162,33,26,0
b18,357,339,19,34,1
b19,283,152,30,12,0
b20,218,262,28,33,0
b21,37,152,44,39,0
b22,294,217,39,26,1
b23,78,343,40,25,0
b24,413,325,25,15,0
b25,42,307,36,36,1
b26,0,0,25,43,1
b27,0,391,34,15,0
b28,128,188,38,46,1
b29,145,24,37,12,1
b30,306,180,17,27,0
b31,145,76,37,16,0
b32,71,47,32,23,1
b33,355,27,36,18,1
b34,215,381,38,19,1
b35,280,97,33,15,1
b36,283,140,28,12,0
b37,136,303,21,16,1
b38,397,92,26,33,1
b39,393,125,30,42,0
b40,85,416,41,28,1
b41,58,262,16,16,0
b42,311,27,44,19,1
b43,337,251,34,40,1
b44,343,46,16,27,1
b45,243,109,37,14,1
b46,166,162,15,48,1
b47,78,258,23,14,0
b48,105,161,26,24,1
b49,0,182,31,40,1
b50,0,270,33,42,0
b51,78,295,27,48,0
b52,184,60,37,27,1
b53,333,188,17,18,0
b54,350,165,43,16,0
b55,135,149,46,13,1
b56,350,181,22,25,0
b57,358,73,48,19,1
b58,106,256,19,41,0
b59,322,291,46,46,1
b60,371,226,35,30,1
b61,243,171,34,33,1
b62,368,302,45,37,1
b63,325,145,35,15,1
b64,96,0,48,47,1
b65,182,118,33,30,1
b66,179,291,31,31,0
b67,181,247,37,44,1
b68,371,278,35,24,0
b69,246,400,38,19,1
b70,138,346,36,14,0
b71,64,224,42,34,0
b72,326,95,33,34,1
b73,37,134,38,18,1
b74,429,161,18,29,1
b75,78,272,27,23,1
b76,292,205,14,12,0
b77,432,376,16,24,1
b78,294,243,43,26,1
b79,320,349,37,19,1
b80,323,173,14,15,0
b81,106,224,20,32,1
b82,255,19,33,32,1
b83,255,0,37,19,1
b84,391,27,37,43,1
b85,0,134,37,48,1
b86,406,228,24,24,1
b87,423,116,19,45,1
b88,283,112,43,28,1
b89,0,355,35,12,1
b90,81,146,24,45,1
b91,246,419,44,28,0
b92,144,0,42,24,0
b93,42,415,43,21,0
b94,186,33,16,15,1
b95,174,402,36,25,0
b96,71,0,25,45,0
b97,277,180,28,25,1
b98,278,253,16,26,0
b99,135,283,37,20,0
b100,391,0,25,27,1
b101,243,123,40,48,0
b102,359,92,38,25,1
b103,290,411,32,32,0
b104,221,71,36,25,0
b105,0,312,42,31,0
b106,67,381,39,34,1
b107,184,102,45,16,0
b108,105,329,33,12,0
b109,420,340,12,22,0
b110,34,284,44,23,0
b111,284,379,13,18,1
b112,423,70,18,46,0
b113,294,291,28,43,1
b114,413,270,19,39,1
b115,419,191,30,37,1
b116,0,406,42,37,1
b117,0,367,37,24,1
b118,75,86,35,39,1
b119,393,167,36,24,1
b120,322,430,45,15,1
b121,215,295,32,45,0
b122,297,368,43,30,0
b123,166,210,13,35,0
b124,115,185,13,39,0
b125,107,368,18,28,0
b126,34,224,28,38,1
b127,34,262,24,22,0
b128,138,321,36,25,0
b129,248,323,46,44,1
b130,248,279,45,44,1
b131,42,343,36,20,0
b132,182,216,38,16,0
b133,311,140,14,12,0
b134,155,92,29,16,0
b135,181,232,37,15,1
b136,267,234,24,19,0
b137,157,303,22,18,0
b138,128,234,22,30,1
b139,186,0,31,33,1
b140,337,160,12,16,0
b141,221,37,25,34,0
b142,342,0,46,27,1
b143,376,340,44,46,1
b144,267,205,25,29,0
b145,337,206,34,45,1
b146,81,191,34,33,1
b147,0,343,31,12,1
b148,224,174,17,25,0
b149,218,238,22,22,1
b150,105,297,30,13,1
b151,413,309,27,16,1
b152,31,191,33,33,1
b153,253,367,40,12,0
b154,376,386,44,42,1
b155,323,160,12,13,0
b156,322,411,42,19,1
b157,334,398,42,12,0
b158,375,117,17,28,1
b159,210,402,36,24,1
b160,237,97,36,12,1
b161,105,310,31,19,1
b162,105,149,30,12,0
b163,25,0,46,47,0
b164,155,108,27,32,1
b165,215,340,33,41,1
b166,320,337,36,12,0
b167,150,234,14,47,1
b168,306,46,37,25,0
b169,257,51,28,46,1
b170,313,73,45,22,1
b171,110,83,35,34,0
b172,42,363,25,31,1
b173,371,256,42,22,0
b174,217,118,20,25,1
b175,166,245,12,34,1
b176,107,396,16,20,1
b177,311,0,31,21,1
b178,71,70,20,16,0
b179,174,322,41,45,1
b180,292,0,19,21,0
b181,430,228,15,42,0
b182,179,48,33,12,0
b183,283,164,37,16,0
b184,128,264,20,19,0
b185,290,398,44,13,1
b186,362,117,13,48,0
b187,285,71,22,24,0
b188,243,204,24,40,0
b189,217,143,20,31,1
b190,221,0,34,37,1
b191,182,179,42,37,0
b192,294,269,28,22,1
b193,126,405,43,42,1
b194,25,92,43,42,1
b195,340,373,36,25,1
b196,432,270,16,39,1
b197,372,191,47,35,0
b198,173,427,40,22,1
b199,145,36,34,40,0
