name,x,y,width,height,rotated
b0,279,104,43,33,0
b1,175,272,65,37,0
b2,127,100,53,34,0
b3,130,326,37,67,0
b4,22,270,19,29,1
b5,344,195,49,39,1
b6,387,403,40,18,0
b7,0,129,22,40,0
b8,318,0,62,50,1
b9,246,291,16,41,0
b10,330,282,52,18,1
b11,127,134,39,59,0
b12,22,149,61,28,0
b13,167,337,57,48,1
b14,326,130,63,43,0
b15,399,287,52,59,1
b16,180,86,36,57,0
b17,82,287,44,66,0
b18,127,52,51,48,1
b19,262,296,31,50,0
b20,130,193,37,19,0
b21,167,143,64,50,0
b22,270,242,49,34,0
b23,107,162,20,49,0
b24,175,309,45,28,0
b25,334,50,54,39,0
b26,330,242,55,40,0
b27,351,339,25,65,0
b28,341,404,46,39,1
b29,216,94,62,24,1
b30,246,265,24,26,0
b31,104,253,26,34,0
b32,232,118,43,53,0
b33,224,309,22,35,0
b34,393,184,27,54,0
b35,60,111,31,38,0
b36,251,0,67,39,1
b37,270,276,60,20,1
b38,294,300,57,23,1
b39,22,347,52,55,0
b40,268,346,26,29,0
b41,251,39,27,55,0
b42,22,177,62,53,0
b43,0,0,61,46,0
b44,279,195,65,47,0
b45,224,346,44,23,1
b46,351,300,22,39,1
b47,130,212,65,33,0
b48,99,67,27,57,1
b49,385,240,65,47,1
b50,110,393,67,32,0
b51,212,392,38,57,0
b52,130,272,45,54,1
b53,278,83,43,21,0
b54,387,421,61,18,1
b55,420,184,34,56,0
b56,41,270,63,17,1
b57,22,299,18,47,0
b58,409,0,34,46,1
b59,73,402,37,50,1
b60,110,425,40,23,0
b61,224,369,33,23,0
b62,180,67,60,19,0
b63,296,411,45,36,1
b64,232,171,47,50,1
b65,0,46,56,57,1
b66,61,0,61,67,1
b67,227,221,40,44,1
b68,127,0,63,52,1
b69,130,245,54,27,0
b70,88,211,42,42,0
b71,257,389,64,22,0
b72,393,123,61,61,0
b73,190,0,61,67,0
b74,22,103,38,42,0
b75,195,217,28,19,1
b76,0,169,22,33,0
b77,294,323,57,66,1
b78,195,236,32,36,1
b79,41,287,41,60,1
b80,393,25,16,58,0
b81,393,83,50,40,1
b82,279,137,47,57,0
b83,91,162,16,22,1
b84,326,173,67,22,0
b85,380,0,20,25,0
b86,74,353,56,37,0
b87,60,67,39,44,0
b88,195,193,37,24,0
b89,99,124,27,38,1
b90,257,411,39,33,0
b91,278,50,56,33,0
b92,0,103,16,26,1
b93,177,385,35,65,1
b94,334,89,59,41,1
b95,22,402,51,19,0
b96,22,230,66,40,1
b97,382,287,17,67,0
b98,0,202,22,62,0
b99,376,354,66,49,1
