name,x,y,width,height,rotated
b0,181,303,43,33,0
b1,132,208,65,37,0
b2,172,336,53,34,0
b3,135,306,37,67,0
b4,0,130,19,29,1
b5,299,0,49,39,1
b6,259,67,40,18,0
b7,74,235,22,40,0
b8,281,244,50,62,0
b9,0,277,16,41,0
b10,22,261,52,18,1
b11,198,67,59,39,1
b12,131,24,61,28,0
b13,22,279,57,48,1
b14,332,291,43,63,1
b15,379,85,59,52,0
b16,281,208,57,36,1
b17,335,121,44,66,0
b18,0,0,51,48,1
b19,326,377,50,31,1
b20,231,287,37,19,0
b21,231,195,50,64,1
b22,67,39,49,34,0
b23,305,412,49,20,1
b24,231,259,45,28,0
b25,281,169,54,39,0
b26,76,393,55,40,0
b27,351,36,25,65,0
b28,377,377,39,46,0
b29,131,0,62,24,1
b30,19,130,24,26,0
b31,225,306,26,34,0
b32,172,370,53,43,1
b33,110,116,22,35,0
b34,306,115,27,54,0
b35,89,165,38,31,1
b36,259,0,39,67,0
b37,376,65,60,20,1
b38,326,354,57,23,1
b39,79,275,55,52,1
b40,44,235,29,26,1
b41,96,196,27,55,0
b42,27,165,62,53,0
b43,135,245,46,61,1
b44,379,137,65,47,0
b45,354,408,23,44,0
b46,96,251,39,22,0
b47,194,124,33,65,1
b48,0,65,57,27,0
b49,380,0,47,65,0
b50,43,133,67,32,0
b51,225,396,38,57,0
b52,22,384,54,45,0
b53,110,73,21,43,1
b54,169,106,61,18,1
b55,197,189,34,56,0
b56,22,218,63,17,1
b57,181,245,47,18,1
b58,407,267,46,34,0
b59,135,373,37,50,1
b60,231,172,40,23,0
b61,251,306,23,33,1
b62,262,341,60,19,0
b63,306,39,45,36,1
b64,331,244,50,47,0
b65,22,327,56,57,1
b66,198,0,61,67,1
b67,306,75,44,40,0
b68,263,360,63,52,1
b69,0,159,27,54,1
b70,263,412,42,42,1
b71,0,213,22,64,1
b72,132,147,61,61,0
b73,385,206,67,61,1
b74,27,92,42,38,1
b75,427,0,19,28,0
b76,385,267,22,33,0
b77,78,327,57,66,1
b78,348,0,32,36,1
b79,69,73,41,60,1
b80,274,325,58,16,1
b81,181,263,50,40,1
b82,338,187,47,57,0
b83,22,235,22,16,0
b84,385,184,67,22,0
b85,351,101,25,20,1
b86,225,340,37,56,1
b87,51,0,44,39,1
b88,132,101,37,24,0
b89,0,92,27,38,1
b90,172,413,39,33,0
b91,383,342,56,33,0
b92,51,39,16,26,1
b93,271,85,35,65,1
b94,375,301,59,41,1
b95,274,306,51,19,0
b96,230,106,40,66,0
b97,76,433,67,17,1
b98,132,125,62,22,1
b99,132,52,66,49,1
