name,x,y,width,height,rotated
b0,310,80,33,43,1
b1,315,0,65,37,0
b2,188,147,34,53,1
b3,95,204,37,67,0
b4,123,274,29,19,0
b5,348,242,39,49,0
b6,327,392,40,18,0
b7,0,94,22,40,0
b8,231,202,50,62,0
b9,219,376,41,16,1
b10,43,215,52,18,1
b11,160,310,59,39,1
b12,133,214,61,28,0
b13,209,393,48,57,0
b14,387,138,63,43,0
b15,389,222,52,59,1
b16,265,268,57,36,1
b17,151,349,66,44,1
b18,133,0,48,51,0
b19,183,61,50,31,1
b20,281,249,37,19,0
b21,133,98,50,64,1
b22,51,233,34,49,1
b23,389,281,49,20,1
b24,115,392,28,45,1
b25,348,188,39,54,1
b26,183,92,40,55,1
b27,367,71,25,65,0
b28,313,410,46,39,1
b29,169,242,62,24,1
b30,219,310,24,26,0
b31,194,200,34,26,1
b32,0,386,53,43,1
b33,209,266,22,35,0
b34,283,47,27,54,0
b35,85,271,38,31,1
b36,281,210,67,39,1
b37,315,37,60,20,1
b38,310,57,57,23,1
b39,133,162,55,52,1
b40,22,258,29,26,1
b41,64,54,27,55,0
b42,0,0,62,53,0
b43,0,340,61,46,0
b44,250,0,65,47,0
b45,281,144,23,44,0
b46,327,370,39,22,0
b47,250,47,33,65,1
b48,66,141,57,27,0
b49,322,141,65,47,1
b50,66,109,67,32,0
b51,327,313,38,57,0
b52,61,392,54,45,0
b53,22,215,21,43,1
b54,304,123,61,18,1
b55,126,293,34,56,0
b56,22,198,63,17,1
b57,304,141,18,47,0
b58,231,264,34,46,1
b59,276,402,37,50,1
b60,264,121,40,23,0
b61,243,310,23,33,1
b62,380,0,60,19,0
b63,85,168,45,36,1
b64,133,51,50,47,0
b65,22,284,57,56,0
b66,183,0,67,61,0
b67,169,266,40,44,1
b68,380,19,63,52,1
b69,62,0,27,54,1
b70,91,0,42,42,1
b71,0,195,22,64,1
b72,266,341,61,61,1
b73,392,71,61,67,0
b74,22,94,42,38,1
b75,343,80,19,28,0
b76,231,178,33,22,1
b77,143,393,66,57,0
b78,133,242,36,32,0
b79,0,53,60,41,0
b80,264,144,16,58,0
b81,223,128,40,50,0
b82,79,302,47,57,0
b83,0,259,22,16,0
b84,322,291,67,22,0
b85,283,101,25,20,1
b86,266,304,56,37,0
b87,22,132,44,39,1
b88,0,171,37,24,0
b89,37,171,38,27,0
b90,219,343,39,33,0
b91,95,359,56,33,0
b92,79,359,16,26,1
b93,91,42,35,65,1
b94,387,181,59,41,1
b95,257,402,19,51,1
b96,365,313,66,40,1
b97,233,61,17,67,0
b98,281,188,62,22,1
b99,367,353,49,66,0
