name,x,y,width,height,rotated
b0,407,213,43,33,0
b1,128,168,65,37,0
b2,189,71,34,53,1
b3,76,341,37,67,0
b4,0,258,19,29,1
b5,392,83,39,49,0
b6,424,386,18,40,1
b7,0,154,22,40,0
b8,258,24,50,62,0
b9,342,193,41,16,1
b10,62,226,52,18,1
b11,254,381,59,39,1
b12,61,41,61,28,0
b13,280,210,48,57,0
b14,342,130,43,63,1
b15,394,311,59,52,0
b16,335,267,36,57,0
b17,136,249,44,66,0
b18,229,90,51,48,1
b19,229,202,50,31,1
b20,313,374,19,37,1
b21,229,138,50,64,1
b22,19,268,49,34,0
b23,114,69,20,49,0
b24,330,324,45,28,0
b25,382,28,54,39,0
b26,280,267,55,40,0
b27,375,232,25,65,0
b28,321,411,46,39,1
b29,258,0,62,24,1
b30,102,410,24,26,0
b31,27,127,34,26,1
b32,332,352,43,53,0
b33,215,381,35,22,1
b34,189,243,54,27,1
b35,68,244,38,31,1
b36,176,376,39,67,0
b37,280,128,20,60,0
b38,114,226,57,23,1
b39,134,71,55,52,1
b40,76,408,26,29,0
b41,218,270,27,55,0
b42,0,0,53,62,1
b43,133,315,46,61,1
b44,400,246,47,65,1
b45,394,363,44,23,1
b46,385,193,22,39,1
b47,27,62,33,65,1
b48,19,358,57,27,0
b49,180,327,65,47,1
b50,22,171,67,32,0
b51,180,270,38,57,0
b52,133,123,54,45,0
b53,146,205,43,21,0
b54,22,203,61,18,1
b55,113,376,56,34,1
b56,83,209,63,17,1
b57,27,153,47,18,1
b58,308,33,34,46,1
b59,126,410,50,37,0
b60,22,245,40,23,0
b61,223,67,33,23,0
b62,122,0,60,19,0
b63,193,166,36,45,0
b64,342,83,50,47,0
b65,19,302,57,56,0
b66,197,0,61,67,1
b67,89,125,44,40,0
b68,134,19,63,52,1
b69,0,100,27,54,1
b70,187,124,42,42,0
b71,0,194,22,64,1
b72,385,132,61,61,0
b73,245,320,67,61,1
b74,280,86,38,42,0
b75,382,0,19,28,0
b76,243,233,33,22,1
b77,76,275,57,66,1
b78,193,211,36,32,0
b79,61,0,60,41,0
b80,382,67,58,16,1
b81,342,33,40,50,0
b82,328,210,47,57,0
b83,114,249,22,16,0
b84,254,420,67,22,0
b85,407,193,25,20,1
b86,77,69,37,56,1
b87,89,165,39,44,0
b88,22,221,37,24,0
b89,0,62,27,38,1
b90,215,403,39,33,0
b91,320,0,56,33,0
b92,61,69,16,26,1
b93,245,255,35,65,1
b94,300,128,41,59,0
b95,375,297,19,51,1
b96,0,385,66,40,1
b97,313,307,17,67,0
b98,280,188,62,22,1
b99,375,386,49,66,0
