name,x,y,width,height,rotated
b0,198,153,43,33,0
b1,135,302,65,37,0
b2,35,173,53,34,0
b3,97,69,37,67,0
b4,161,0,29,19,0
b5,202,230,39,49,0
b6,51,155,40,18,0
b7,202,186,40,22,1
b8,344,352,50,62,0
b9,90,214,16,41,0
b10,50,335,52,18,1
b11,96,155,39,59,0
b12,196,18,61,28,0
b13,296,61,57,48,1
b14,135,106,63,43,0
b15,289,181,59,52,0
b16,253,355,36,57,0
b17,344,286,44,66,0
b18,241,210,48,51,0
b19,47,70,50,31,1
b20,96,136,37,19,0
b21,348,147,50,64,1
b22,172,401,49,34,0
b23,0,122,20,49,0
b24,387,257,45,28,0
b25,257,65,39,54,1
b26,289,352,55,40,0
b27,406,54,25,65,0
b28,89,289,46,39,1
b29,23,411,62,24,1
b30,253,331,26,24,1
b31,106,214,26,34,0
b32,172,358,53,43,1
b33,0,171,35,22,1
b34,225,358,27,54,0
b35,20,122,31,38,0
b36,23,207,67,39,1
b37,56,22,60,20,1
b38,221,412,57,23,1
b39,289,233,55,52,1
b40,241,305,29,26,1
b41,23,335,27,55,0
b42,353,0,53,62,1
b43,388,285,46,61,1
b44,135,255,65,47,0
b45,0,193,23,44,0
b46,202,208,39,22,0
b47,102,328,33,65,1
b48,75,42,57,27,0
b49,0,57,47,65,0
b50,135,223,67,32,0
b51,340,109,57,38,1
b52,51,101,45,54,1
b53,118,0,43,21,0
b54,196,0,61,18,1
b55,135,355,34,56,0
b56,116,22,63,17,1
b57,50,393,47,18,1
b58,89,255,46,34,0
b59,398,175,37,50,1
b60,304,392,40,23,0
b61,0,237,23,33,1
b62,193,339,60,19,0
b63,395,388,36,45,0
b64,353,62,50,47,0
b65,0,0,56,57,1
b66,135,39,61,67,1
b67,241,261,40,44,1
b68,135,149,63,52,1
b69,406,0,27,54,1
b70,344,244,42,42,1
b71,0,337,22,64,1
b72,292,0,61,61,0
b73,281,285,61,67,0
b74,394,346,38,42,0
b75,56,42,19,28,0
b76,102,393,33,22,1
b77,198,87,57,66,1
b78,387,225,36,32,0
b79,200,279,41,60,1
b80,135,339,58,16,1
b81,50,353,50,40,1
b82,242,153,47,57,0
b83,97,415,22,16,0
b84,135,201,67,22,0
b85,304,415,25,20,1
b86,398,119,37,56,1
b87,296,109,44,39,1
b88,135,411,37,24,0
b89,257,119,38,27,0
b90,348,211,39,33,0
b91,289,148,56,33,0
b92,278,412,26,16,0
b93,257,0,35,65,1
b94,198,46,59,41,1
b95,344,414,51,19,0
b96,23,246,66,40,1
b97,0,270,17,67,0
b98,56,0,62,22,1
b99,23,286,66,49,1
