name,x,y,width,height,rotated
b0,174,345,27,15,0
b1,388,529,27,16,0
b2,399,61,22,26,0
b3,350,395,45,21,1
b4,509,85,40,45,0
b5,12,103,26,16,1
b6,316,483,27,38,1
b7,34,171,35,29,0
b8,138,277,36,21,1
b9,62,328,25,44,1
b10,174,296,31,15,1
b11,131,103,41,24,0
b12,259,417,17,19,0
b13,361,496,48,33,1
b14,216,185,21,44,1
b15,414,411,34,15,0
b16,86,110,45,42,0
b17,354,107,41,37,0
b18,174,252,43,44,0
b19,468,371,36,23,0
b20,310,294,17,13,1
b21,179,360,28,44,0
b22,334,351,35,29,0
b23,440,0,17,40,1
b24,513,189,24,18,1
b25,399,153,29,43,0
b26,428,237,18,27,1
b27,310,381,40,38,1
b28,138,298,24,12,0
b29,108,0,30,29,1
b30,276,462,20,28,0
b31,25,361,36,32,1
b32,86,21,22,19,1
b33,306,46,46,45,1
b34,96,265,29,12,0
b35,474,54,26,12,1
b36,356,242,30,27,1
b37,415,497,12,29,0
b38,206,297,21,19,0
b39,238,467,13,12,1
b40,296,464,47,19,1
b41,480,0,19,36,1
b42,144,218,46,25,0
b43,47,150,39,21,0
b44,99,241,27,24,0
b45,316,521,25,24,1
b46,382,335,13,19,1
b47,428,149,42,40,0
b48,388,293,28,34,0
b49,310,333,24,48,0
b50,153,139,19,14,0
b51,382,354,16,14,1
b52,272,345,37,18,0
b53,262,240,12,36,1
b54,478,124,30,34,0
b55,182,98,31,26,1
b56,278,299,31,46,1
b57,16,393,48,47,1
b58,386,452,25,25,0
b59,99,152,38,47,1
b60,334,335,39,16,0
b61,276,417,31,45,0
b62,461,299,46,36,0
b63,255,46,46,36,1
b64,527,433,15,33,1
b65,369,351,13,23,0
b66,99,199,45,42,1
b67,182,124,33,14,1
b68,462,415,45,28,1
b69,343,464,36,27,0
b70,343,531,45,16,1
b71,174,311,32,34,1
b72,67,240,32,15,0
b73,131,127,46,12,1
b74,0,269,34,43,1
b75,137,379,37,20,1
b76,64,414,39,36,0
b77,343,491,18,40,1
b78,0,388,16,42,1
b79,168,178,25,40,1
b80,86,40,36,15,0
b81,208,473,15,32,0
b82,462,66,39,24,0
b83,351,294,37,41,0
b84,104,452,38,34,1
b85,414,426,34,43,0
b86,172,139,44,39,1
b87,217,229,45,48,0
b88,399,109,29,44,0
b89,331,218,20,42,0
b90,438,43,24,46,1
b91,474,200,21,43,1
b92,182,0,45,47,0
b93,216,95,24,20,1
