name,x,y,width,height,rotated
b0,96,252,27,15,0
b1,403,483,27,16,0
b2,407,310,26,22,1
b3,447,433,21,45,0
b4,99,191,45,40,1
b5,38,0,16,26,0
b6,398,135,27,38,1
b7,276,266,35,29,0
b8,341,509,36,21,1
b9,37,287,25,44,1
b10,398,222,15,31,0
b11,96,286,41,24,0
b12,446,293,19,17,1
b13,350,140,48,33,1
b14,309,366,21,44,1
b15,407,332,34,15,0
b16,168,101,42,45,1
b17,205,511,41,37,0
b18,172,230,44,43,1
b19,193,273,23,36,1
b20,130,168,13,17,0
b21,37,331,28,44,0
b22,520,399,29,35,1
b23,47,176,17,40,1
b24,352,110,24,18,1
b25,455,0,43,29,1
b26,366,362,27,18,0
b27,485,476,38,40,0
b28,128,71,12,24,1
b29,398,173,29,30,0
b30,75,0,28,20,1
b31,478,116,36,32,1
b32,433,0,22,19,1
b33,427,182,46,45,1
b34,446,264,12,29,1
b35,55,216,12,26,0
b36,403,499,27,30,0
b37,261,246,12,29,0
b38,518,36,19,21,1
b39,354,326,13,12,1
b40,96,267,47,19,1
b41,239,61,19,36,1
b42,305,83,46,25,0
b43,140,57,21,39,1
b44,143,266,27,24,0
b45,331,232,24,25,0
b46,403,16,19,13,0
b47,499,434,42,40,0
b48,228,370,28,34,0
b49,523,474,24,48,0
b50,197,309,19,14,0
b51,315,245,16,14,1
b52,134,365,37,18,0
b53,205,402,12,36,1
b54,261,186,30,34,0
b55,172,420,31,26,1
b56,99,145,31,46,1
b57,216,0,47,48,0
b58,473,221,25,25,1
b59,102,495,38,47,1
b60,471,164,39,16,0
b61,416,406,31,45,0
b62,305,47,46,36,0
b63,355,277,46,36,1
b64,254,449,15,33,1
b65,205,347,23,13,1
b66,298,482,42,45,0
b67,128,96,33,14,1
b68,228,325,28,45,0
b69,330,375,36,27,0
b70,460,370,45,16,1
b71,86,52,34,32,0
b72,219,156,32,15,0
b73,433,74,46,12,1
b74,171,488,34,43,1
b75,217,419,37,20,1
b76,103,0,36,39,1
b77,0,462,18,40,1
b78,0,377,16,42,1
b79,22,375,25,40,1
b80,388,483,15,36,1
b81,47,375,15,32,0
b82,47,87,39,24,0
b83,135,383,37,41,0
b84,130,130,34,38,0
b85,503,322,43,34,1
b86,261,147,44,39,1
b87,216,232,45,48,0
b88,250,513,44,29,1
b89,433,19,20,42,0
b90,263,0,24,46,1
b91,522,356,21,43,1
b92,310,0,45,47,0
b93,203,327,24,20,1
b94,416,451,31,19,0
b95,18,462,44,37,0
b96,470,322,33,46,1
b97,217,404,40,15,0
b98,454,509,13,35,0
b99,352,93,40,17,0
b100,389,29,44,45,0
b101,140,508,30,36,0
b102,62,497,40,36,0
b103,355,24,34,34,1
b104,430,470,14,42,1
b105,12,88,35,33,0
b106,434,249,12,33,0
b107,62,458,32,15,0
b108,341,402,37,38,0
b109,86,99,42,46,0
b110,427,131,42,39,1
b111,54,0,21,13,1
b112,470,291,25,30,1
b113,95,380,36,24,0
b114,205,439,44,34,1
b115,172,386,22,34,1
b116,398,203,28,19,0
b117,453,53,39,21,0
b118,134,321,38,44,1
b119,305,159,45,28,1
b120,47,127,36,36,0
b121,378,406,38,34,1
b122,144,168,20,43,1
b123,59,242,36,23,1
b124,172,323,31,35,0
b125,256,352,46,42,0
b126,171,531,22,12,0
b127,34,244,25,43,0
b128,67,193,28,44,1
b129,393,347,34,22,0
b130,140,27,26,30,1
b131,228,280,48,45,0
b132,509,180,39,18,1
b133,294,527,43,15,1
b134,124,232,47,34,1
b135,393,391,45,15,0
b136,354,338,12,37,1
b137,34,216,21,28,0
b138,177,446,28,42,1
b139,291,209,37,36,1
b140,309,323,12,43,0
b141,216,195,45,19,1
b142,512,267,37,27,1
b143,273,451,25,24,1
b144,86,84,40,15,1
b145,209,48,13,45,0
b146,102,447,33,48,1
b147,263,46,42,30,1
b148,321,410,20,18,1
b149,305,108,47,22,0
b150,462,478,23,31,0
b151,216,214,42,18,1
b152,128,110,19,16,1
b153,179,40,30,41,1
b154,12,250,22,17,0
b155,172,309,25,14,0
b156,403,0,28,16,0
b157,366,380,25,20,1
b158,222,74,13,23,1
b159,276,308,32,44,1
b160,518,57,27,16,0
b161,16,415,46,47,0
b162,62,311,31,18,0
b163,443,323,22,33,1
b164,473,180,36,41,0
b165,144,211,17,21,1
b166,0,267,34,36,0
b167,512,231,37,36,1
b168,494,36,24,41,0
b169,62,473,39,24,1
b170,305,130,45,29,1
b171,0,337,22,40,0
b172,458,264,13,27,1
b173,75,20,25,32,0
b174,469,148,43,16,0
b175,225,141,16,15,1
b176,401,253,33,38,0
b177,24,499,37,41,1
b178,67,176,19,17,1
b179,474,399,46,34,0
b180,480,516,40,19,1
b181,309,295,30,28,0
b182,259,123,45,24,0
b183,62,419,33,39,0
b184,168,146,46,25,0
b185,514,141,27,34,0
b186,62,388,33,31,1
b187,315,259,38,36,1
b188,179,0,37,40,0
b189,427,170,44,12,0
b190,446,227,27,37,1
b191,330,341,16,34,0
b192,398,87,29,48,0
b193,197,192,17,33,1
b194,467,509,13,28,1
b195,276,295,33,13,0
b196,0,47,41,41,0
b197,135,424,37,28,0
b198,337,530,48,19,0
b199,250,482,36,31,1
b200,95,404,37,43,1
b201,518,112,26,29,0
b202,355,207,39,34,1
b203,65,373,28,15,1
b204,93,347,41,33,0
b205,339,295,15,21,1
b206,41,52,42,35,0
b207,172,358,33,28,0
b208,447,386,27,20,0
b209,498,0,45,36,0
b210,446,310,24,13,1
b211,352,128,16,12,0
b212,177,171,42,21,1
b213,126,39,14,32,1
b214,505,356,17,27,0
b215,95,231,29,21,0
b216,401,291,42,19,0
b217,161,81,48,20,1
b218,210,97,15,43,1
b219,38,26,28,18,0
b220,370,313,37,30,1
b221,86,145,13,45,0
b222,62,286,34,25,0
b223,427,227,19,22,1
b224,331,187,21,45,1
b225,0,0,38,47,1
b226,47,111,39,16,0
b227,398,74,32,13,1
b228,147,110,21,20,0
b229,355,0,48,24,1
b230,273,421,33,30,1
b231,376,110,16,30,0
b232,205,360,23,42,1
b233,354,313,16,13,0
b234,321,323,33,18,0
b235,393,369,46,22,1
b236,140,0,39,27,1
b237,12,170,21,40,0
b238,518,73,27,39,0
b239,12,210,22,40,1
b240,366,343,23,19,0
b241,47,163,24,13,1
b242,291,187,40,22,1
b243,0,303,37,34,0
b244,474,386,37,13,0
b245,430,512,24,36,1
b246,205,488,44,23,1
b247,355,241,39,36,1
b248,468,433,31,43,1
b249,12,143,35,27,0
b250,137,290,34,31,1
b251,355,173,43,34,0
b252,254,421,19,28,0
b253,239,48,15,13,0
b254,166,27,13,24,1
b255,341,440,47,39,0
b256,164,171,13,21,1
b257,164,192,33,17,1
b258,225,97,34,44,1
b259,261,220,12,26,1
b260,309,410,12,19,1
b261,0,88,12,45,0
b262,257,394,48,27,1
b263,259,76,46,47,1
b264,287,0,23,45,1
b265,205,473,45,15,0
b266,430,86,48,45,1
b267,479,77,34,39,0
b268,65,329,25,22,1
b269,140,452,37,18,0
b270,61,533,23,15,0
b271,219,171,42,24,0
b272,0,502,24,35,0
b273,164,209,30,21,1
b274,59,265,33,21,0
b275,65,351,28,22,1
b276,439,356,31,14,0
b277,216,280,12,47,0
b278,34,170,13,42,0
b279,473,246,39,43,0
b280,12,121,31,22,0
b281,444,478,18,30,1
b282,341,479,44,30,0
b283,447,370,13,15,0
b284,172,273,21,30,1
b285,351,58,33,13,1
b286,93,311,41,36,1
b287,273,245,42,21,0
b288,495,294,36,28,1
b289,512,198,37,33,1
b290,256,325,16,27,0
b291,388,440,28,43,0
b292,455,29,39,24,1
b293,351,74,43,19,0
b294,222,48,17,26,0
b295,298,469,43,13,0
b296,447,406,16,27,0
b297,140,470,31,38,1
b298,308,429,33,40,0
b299,498,221,13,13,1
