name,x,y,width,height,rotated
b0,196,330,27,15,0
b1,412,84,16,27,1
b2,400,22,22,26,0
b3,311,338,21,45,0
b4,262,166,45,40,1
b5,123,65,16,26,0
b6,455,418,38,27,0
b7,310,418,35,29,0
b8,447,68,36,21,1
b9,104,472,25,44,1
b10,420,432,31,15,1
b11,286,206,41,24,0
b12,428,0,17,19,0
b13,356,191,48,33,1
b14,483,68,21,44,1
b15,399,116,34,15,0
b16,86,105,45,42,0
b17,139,46,41,37,0
b18,174,244,43,44,0
b19,53,194,36,23,0
b20,157,472,13,17,0
b21,505,91,44,28,1
b22,514,257,35,29,0
b23,458,249,17,40,1
b24,446,331,24,18,1
b25,356,162,43,29,1
b26,428,230,18,27,1
b27,499,492,40,38,1
b28,180,67,12,24,1
b29,231,128,30,29,1
b30,378,341,28,20,1
b31,356,224,32,36,0
b32,193,0,22,19,1
b33,356,263,45,46,0
b34,217,268,29,12,0
b35,89,191,12,26,0
b36,37,354,27,30,0
b37,512,444,12,29,0
b38,240,91,21,19,0
b39,124,21,12,13,0
b40,131,115,47,19,1
b41,58,0,36,19,0
b42,49,329,46,25,0
b43,47,103,39,21,0
b44,0,442,27,24,0
b45,378,394,25,24,1
b46,356,309,13,19,1
b47,473,184,40,42,1
b48,328,304,28,34,0
b49,524,444,24,48,0
b50,13,208,14,19,1
b51,406,398,16,14,1
b52,220,110,37,18,0
b53,230,327,12,36,1
b54,307,171,30,34,0
b55,179,379,26,31,0
b56,176,410,31,46,1
b57,230,280,48,47,1
b58,392,480,25,25,0
b59,64,407,38,47,1
b60,388,247,39,16,0
b61,225,0,31,45,0
b62,261,130,46,36,0
b63,417,501,36,46,0
b64,513,181,33,15,0
b65,499,460,13,23,0
b66,217,226,45,42,1
b67,186,106,33,14,1
b68,231,157,28,45,0
b69,478,112,27,36,1
b70,263,406,45,16,1
b71,355,88,34,32,0
b72,207,466,32,15,0
b73,484,0,46,12,1
b74,286,448,34,43,1
b75,137,323,37,20,1
b76,512,405,36,39,1
b77,320,506,18,40,1
b78,0,399,16,42,1
b79,83,25,40,25,0
b80,0,466,15,36,1
b81,207,451,32,15,1
b82,218,202,39,24,0
b83,256,0,37,41,0
b84,104,438,38,34,1
b85,514,286,34,43,0
b86,455,482,44,39,1
b87,307,123,45,48,0
b88,399,131,29,44,0
b89,446,289,20,42,0
b90,148,0,24,46,1
b91,0,356,21,43,1
b92,180,20,45,47,0
b93,332,338,24,20,1
b94,428,61,19,31,1
b95,307,35,44,37,0
b96,422,386,33,46,1
b97,278,287,40,15,0
b98,499,425,13,35,0
b99,41,0,17,40,1
b100,428,167,45,44,1
b101,140,151,30,36,0
b102,0,316,36,40,1
b103,355,54,34,34,0
b104,505,132,42,14,0
b105,137,343,35,33,0
b106,401,263,12,33,0
