name,x,y,width,height,rotated
b0,217,186,15,27,1
b1,244,104,16,27,1
b2,347,375,22,26,0
b3,526,362,21,45,0
b4,24,453,40,45,0
b5,54,0,16,26,0
b6,190,47,27,38,1
b7,232,205,29,35,1
b8,224,46,36,21,1
b9,103,503,25,44,1
b10,454,366,15,31,0
b11,86,92,41,24,0
b12,445,323,19,17,1
b13,390,318,48,33,1
b14,369,313,21,44,1
b15,399,405,15,34,1
b16,86,116,42,45,1
b17,471,203,37,41,1
b18,173,243,43,44,0
b19,206,341,23,36,1
b20,261,240,17,13,1
b21,326,313,28,44,0
b22,64,425,35,29,0
b23,47,196,17,40,1
b24,445,305,24,18,1
b25,99,0,43,29,1
b26,399,351,27,18,0
b27,0,501,40,38,1
b28,326,357,24,12,0
b29,173,317,30,29,1
b30,369,357,28,20,1
b31,63,370,36,32,1
b32,410,61,19,22,0
b33,258,0,45,46,0
b34,276,92,29,12,0
b35,469,387,26,12,1
b36,369,410,30,27,1
b37,355,263,29,12,1
b38,232,186,21,19,0
b39,215,213,12,13,0
b40,305,115,47,19,1
b41,35,0,19,36,1
b42,351,134,46,25,0
b43,171,94,39,21,0
b44,63,313,27,24,0
b45,388,482,24,25,0
b46,487,0,13,19,1
b47,471,163,42,40,0
b48,12,172,34,28,1
b49,0,453,24,48,0
b50,382,227,14,19,1
b51,512,428,14,16,0
b52,394,43,37,18,0
b53,311,265,36,12,0
b54,173,287,34,30,1
b55,70,0,26,31,0
b56,173,346,31,46,1
b57,229,288,47,48,0
b58,495,387,25,25,0
b59,64,491,38,47,1
b60,64,475,39,16,0
b61,169,461,31,45,0
b62,90,294,46,36,0
b63,305,134,46,36,1
b64,533,177,15,33,1
b65,204,328,23,13,1
b66,427,119,42,45,0
b67,278,243,33,14,1
b68,322,516,45,28,1
b69,355,227,27,36,1
b70,442,487,45,16,1
b71,276,257,34,32,0
b72,261,253,15,32,1
b73,428,83,46,12,1
b74,0,288,34,43,1
b75,219,400,37,20,1
b76,316,277,39,36,0
b77,427,222,18,40,1
b78,0,410,16,42,1
b79,99,29,40,25,0
b80,395,61,15,36,1
b81,127,54,15,32,0
b82,428,95,39,24,0
b83,261,199,37,41,0
b84,103,452,38,34,1
b85,224,0,34,43,0
b86,427,164,44,39,1
b87,216,240,45,48,0
b88,34,329,29,44,0
b89,513,177,20,42,0
b90,524,298,24,46,1
b91,397,155,21,43,1
b92,305,36,47,45,1
b93,143,206,24,20,1
b94,155,132,19,31,1
b95,0,42,37,44,1
b96,34,267,33,46,1
b97,311,250,40,15,0
b98,485,452,35,13,1
b99,495,412,17,40,1
b100,261,154,44,45,0
b101,397,215,30,36,0
b102,352,19,40,36,0
b103,142,51,34,34,1
b104,83,212,14,42,1
b105,263,401,35,33,0
b106,442,17,12,33,0
b107,142,36,32,15,0
b108,447,450,38,37,1
b109,261,108,42,46,0
b110,352,55,42,39,1
b111,168,166,21,13,1
b112,34,242,30,25,0
b113,303,0,24,36,1
b114,278,512,44,34,1
b115,394,21,34,22,0
b116,189,166,28,19,0
b117,526,407,21,39,1
b118,469,343,38,44,1
b119,400,290,45,28,1
b120,142,0,36,36,1
b121,309,369,38,34,1
b122,12,200,20,43,1
b123,64,402,36,23,1
b124,46,111,35,31,1
b125,260,46,42,46,1
b126,256,478,22,12,0
b127,128,86,43,25,1
b128,141,461,28,44,1
b129,458,283,34,22,0
b130,416,439,26,30,1
b131,98,206,45,48,1
b132,436,366,18,39,0
b133,367,495,15,43,0
b134,16,419,47,34,1
b135,168,185,45,15,0
b136,215,98,12,37,1
b137,64,454,28,21,1
b138,278,467,28,42,1
b139,100,343,36,37,0
b140,355,275,12,43,0
b141,168,200,45,19,1
b142,136,375,37,27,1
b143,253,490,25,24,1
b144,41,66,40,15,1
b145,458,222,13,45,0
b146,276,324,33,48,1
b147,37,36,42,30,1
b148,526,344,20,18,1
b149,497,117,47,22,0
b150,298,202,31,23,1
b151,90,276,42,18,1
b152,504,297,16,19,0
b153,41,81,41,30,0
b154,429,0,22,17,0
b155,206,468,14,25,1
b156,469,117,28,16,0
b157,471,244,25,20,1
b158,233,467,23,13,0
b159,309,437,32,44,1
b160,128,132,27,16,0
b161,16,373,47,46,1
b162,306,481,18,31,1
b163,468,57,33,22,0
b164,174,130,41,36,1
b165,40,498,21,17,0
b166,0,331,34,36,0
b167,399,369,37,36,1
b168,501,29,24,41,0
b169,143,226,24,39,0
b170,263,372,45,29,1
b171,207,288,22,40,0
b172,220,468,13,27,1
b173,305,170,25,32,0
b174,324,500,43,16,0
b175,261,92,15,16,0
b176,367,275,33,38,0
b177,86,55,41,37,0
b178,429,61,17,19,0
b179,351,159,46,34,0
b180,347,476,40,19,1
b181,178,428,28,30,1
b182,471,139,45,24,0
b183,136,336,33,39,0
b184,215,137,46,25,0
b185,352,94,34,27,1
b186,12,141,33,31,1
b187,474,79,36,38,0
b188,442,503,37,40,0
b189,445,222,12,44,1
b190,63,343,37,27,0
b191,458,267,34,16,1
b192,500,0,48,29,1
b193,227,104,17,33,1
b194,504,284,28,13,0
b195,276,311,33,13,0
b196,136,402,41,41,0
b197,136,265,37,28,0
b198,351,0,48,19,0
b199,100,380,36,31,1
b200,136,293,37,43,1
b201,438,340,29,26,1
b202,487,465,39,34,1
b203,206,440,15,28,0
b204,103,411,33,41,1
b205,354,318,15,21,1
b206,0,0,35,42,1
b207,278,434,28,33,1
b208,233,480,20,27,1
b209,229,336,45,36,0
b210,429,17,13,24,0
b211,492,264,12,16,1
b212,128,111,42,21,1
b213,532,266,14,32,1
b214,397,198,27,17,1
b215,12,120,29,21,0
b216,427,203,42,19,0
b217,206,420,48,20,1
b218,0,367,15,43,1
b219,504,266,28,18,0
b220,412,488,30,37,0
b221,90,330,45,13,1
b222,12,86,25,34,1
b223,416,469,22,19,0
b224,12,243,21,45,1
b225,508,219,38,47,1
b226,507,337,16,39,1
b227,445,266,13,32,0
b228,504,316,20,21,1
b229,167,219,48,24,1
b230,369,377,30,33,0
b231,309,339,16,30,0
b232,67,255,23,42,1
b233,512,412,13,16,1
b234,526,446,18,33,1
b235,90,254,46,22,1
b236,47,169,39,27,1
b237,330,170,21,40,0
b238,47,142,39,27,1
b239,329,210,22,40,1
b240,324,481,23,19,0
b241,128,148,24,13,1
b242,276,289,40,22,1
b243,469,306,34,37,1
b244,351,193,37,13,0
b245,382,507,24,36,1
b246,219,377,44,23,1
b247,454,21,39,36,1
b248,98,161,31,43,1
b249,221,440,35,27,0
b250,416,405,31,34,0
b251,479,503,43,34,0
b252,423,262,19,28,0
b253,206,377,13,15,1
b254,86,31,13,24,1
b255,341,437,47,39,0
b256,256,465,21,13,0
b257,103,486,33,17,1
b258,305,81,44,34,0
b259,492,280,12,26,1
b260,86,161,12,19,1
b261,0,86,12,45,0
b262,169,508,48,27,1
b263,178,0,46,47,1
b264,525,29,23,45,1
b265,170,115,45,15,0
b266,447,405,48,45,1
b267,309,403,39,34,1
b268,446,57,22,25,0
b269,141,443,37,18,0
b270,354,339,15,23,1
b271,217,162,42,24,0
b272,327,0,24,35,0
b273,348,401,21,30,0
b274,454,0,33,21,0
b275,136,505,28,22,1
b276,397,97,31,14,0
b277,178,47,12,47,0
b278,34,200,13,42,0
b279,129,163,39,43,0
b280,256,434,22,31,1
b281,298,225,30,18,0
b282,397,111,30,44,1
b283,350,362,15,13,1
b284,399,0,30,21,0
b285,200,495,33,13,1
b286,217,508,36,41,0
b287,355,206,42,21,0
b288,177,392,28,36,0
b289,227,67,33,37,0
b290,34,313,27,16,1
b291,388,439,28,43,0
b292,384,251,39,24,1
b293,64,212,19,43,1
b294,309,313,17,26,0
b295,352,121,43,13,0
b296,64,196,27,16,1
b297,516,139,31,38,1
b298,510,74,33,40,0
b299,210,85,13,13,1
