name,x,y,width,height,rotated
b0,402,265,27,15,0
b1,459,313,27,16,0
b2,468,0,26,22,1
b3,331,207,21,45,0
b4,15,439,45,40,1
b5,140,134,16,26,0
b6,122,242,27,38,1
b7,432,39,29,35,1
b8,260,347,36,21,1
b9,173,284,44,25,0
b10,398,76,31,15,1
b11,290,212,41,24,0
b12,385,262,17,19,0
b13,99,206,48,33,1
b14,373,343,21,44,1
b15,330,356,34,15,0
b16,86,115,42,45,1
b17,355,224,41,37,0
b18,263,151,43,44,0
b19,170,439,36,23,0
b20,354,504,13,17,0
b21,35,283,28,44,0
b22,452,477,35,29,0
b23,408,225,17,40,1
b24,389,468,18,24,0
b25,442,388,43,29,1
b26,354,146,27,18,0
b27,467,338,40,38,1
b28,98,239,24,12,0
b29,398,91,29,30,0
b30,67,248,20,28,0
b31,170,407,36,32,1
b32,507,338,22,19,1
b33,177,0,46,45,1
b34,400,281,12,29,1
b35,467,376,26,12,1
b36,263,195,27,30,0
b37,535,358,12,29,0
b38,286,368,21,19,0
b39,34,182,13,12,1
b40,307,521,47,19,1
b41,142,505,19,36,1
b42,367,504,46,25,0
b43,47,146,39,21,0
b44,156,134,27,24,0
b45,473,263,25,24,1
b46,446,284,13,19,1
b47,493,376,42,40,0
b48,354,476,34,28,1
b49,518,443,24,48,0
b50,209,70,19,14,0
b51,529,342,14,16,0
b52,354,529,37,18,0
b53,535,387,12,36,1
b54,352,178,34,30,1
b55,54,337,26,31,0
b56,174,462,31,46,1
b57,427,109,47,48,0
b58,261,368,25,25,1
b59,103,490,38,47,1
b60,47,167,39,16,0
b61,173,309,31,45,0
b62,216,513,46,36,0
b63,306,158,46,36,1
b64,127,51,15,33,1
b65,237,450,23,13,1
b66,218,238,45,42,1
b67,260,95,33,14,1
b68,306,103,45,28,1
b69,511,179,36,27,0
b70,306,87,45,16,1
b71,330,371,34,32,0
b72,277,332,32,15,0
b73,429,97,46,12,1
b74,91,326,34,43,1
b75,511,206,37,20,1
b76,432,0,36,39,1
b77,310,338,18,40,1
b78,0,370,16,42,1
b79,34,479,25,40,1
b80,0,412,15,36,1
b81,142,473,32,15,1
b82,224,44,39,24,0
b83,343,405,41,37,1
b84,63,410,38,34,1
b85,416,436,34,43,0
b86,419,506,44,39,1
b87,305,39,45,48,0
b88,358,0,29,44,0
b89,529,491,20,42,0
b90,479,75,24,46,1
b91,78,183,21,43,1
b92,427,157,47,45,1
b93,61,0,24,20,1
b94,34,194,19,31,1
b95,63,471,37,44,1
b96,103,410,33,46,1
b97,468,24,40,15,0
b98,446,249,13,35,0
b99,529,302,17,40,1
b100,309,477,45,44,1
b101,142,46,36,30,1
b102,133,160,40,36,0
b103,217,135,34,34,0
b104,487,491,42,14,0
b105,63,283,33,35,1
b106,386,158,12,33,0
b107,35,268,32,15,0
b108,511,226,38,37,1
b109,263,49,42,46,0
b110,300,0,42,39,1
b111,12,253,21,13,1
b112,389,51,30,25,0
b113,142,437,24,36,1
b114,183,121,34,44,0
b115,64,226,34,22,0
b116,63,318,28,19,0
b117,315,292,39,21,0
b118,354,108,44,38,0
b119,355,282,45,28,1
b120,44,30,36,36,0
b121,277,258,38,34,1
b122,0,0,20,43,1
b123,83,51,36,23,1
b124,452,446,35,31,1
b125,135,0,42,46,1
b126,128,134,12,22,1
b127,53,183,25,43,0
b128,96,282,28,44,1
b129,407,352,34,22,0
b130,459,287,30,26,0
b131,261,400,45,48,1
b132,403,391,39,18,1
b133,262,521,43,15,1
b134,342,442,47,34,1
b135,173,248,45,15,0
b136,396,225,12,37,1
b137,0,479,21,28,0
b138,12,73,28,42,1
b139,98,0,37,36,1
b140,537,83,12,43,0
b141,416,417,45,19,1
b142,398,151,27,37,0
b143,494,0,25,24,1
b144,128,97,40,15,1
b145,263,225,13,45,0
b146,309,429,33,48,1
b147,34,226,30,42,0
b148,525,423,18,20,0
b149,432,75,47,22,0
b150,147,211,23,31,0
b151,219,390,42,18,1
b152,429,261,16,19,0
b153,20,0,41,30,0
b154,30,337,22,17,0
b155,80,36,25,14,0
b156,391,529,28,16,0
b157,310,313,20,25,0
b158,86,160,13,23,1
b159,224,0,32,44,1
b160,342,0,16,27,1
b161,427,202,46,47,0
b162,206,408,31,18,0
b163,445,329,22,33,1
b164,100,369,36,41,0
b165,142,488,21,17,0
b166,221,479,36,34,1
b167,489,302,37,36,1
b168,389,27,41,24,1
b169,30,354,24,39,0
b170,218,209,45,29,1
b171,281,481,22,40,0
b172,260,109,13,27,1
b173,384,409,32,25,1
b174,355,208,43,16,0
b175,358,338,15,16,0
b176,412,280,33,38,0
b177,63,369,37,41,1
b178,290,195,19,17,1
b179,99,160,34,46,1
b180,63,515,40,19,1
b181,398,121,28,30,1
b182,407,479,45,24,0
b183,273,109,33,39,0
b184,178,45,46,25,0
b185,389,434,27,34,0
b186,87,251,33,31,1
b187,511,141,36,38,0
b188,315,255,40,37,1
b189,173,236,44,12,0
b190,398,188,27,37,1
