name,x,y,width,height,rotated
b0,242,218,43,33,0
b1,29,218,65,37,0
b2,289,149,53,34,0
b3,96,57,37,67,0
b4,22,155,29,19,0
b5,258,65,39,49,0
b6,94,241,40,18,0
b7,94,348,40,22,1
b8,198,91,50,62,0
b9,119,124,16,41,0
b10,289,394,52,18,1
b11,202,192,39,59,0
b12,194,0,61,28,0
b13,348,62,57,48,1
b14,133,67,63,43,0
b15,289,183,59,52,0
b16,253,354,36,57,0
b17,344,277,44,66,0
b18,297,61,51,48,1
b19,172,402,50,31,1
b20,222,411,37,19,0
b21,348,148,50,64,1
b22,248,114,49,34,0
b23,0,117,20,49,0
b24,49,348,45,28,0
b25,202,251,39,54,1
b26,289,354,55,40,0
b27,405,74,25,65,0
b28,23,289,46,39,1
b29,57,33,62,24,1
b30,259,411,26,24,1
b31,398,139,34,26,1
b32,172,359,53,43,1
b33,0,166,22,35,0
b34,225,355,27,54,0
b35,20,117,31,38,0
b36,135,199,67,39,1
b37,135,339,60,20,1
b38,285,412,57,23,1
b39,289,235,55,52,1
b40,0,218,29,26,1
b41,22,344,27,55,0
b42,352,0,53,62,1
b43,0,56,46,61,1
b44,135,292,65,47,0
b45,0,244,23,44,0
b46,388,221,39,22,0
b47,258,0,33,65,1
b48,22,191,57,27,0
b49,242,153,47,65,0
b50,135,260,67,32,0
b51,341,110,57,38,1
b52,51,118,45,54,1
b53,51,97,43,21,0
b54,135,110,61,18,1
b55,344,366,34,56,0
b56,22,174,63,17,1
b57,49,376,47,18,1
b58,23,255,46,34,0
b59,135,381,37,50,1
b60,344,343,40,23,0
b61,96,124,23,33,1
b62,135,180,60,19,0
b63,241,251,45,36,1
b64,388,243,47,50,1
b65,0,0,57,56,0
b66,133,0,61,67,1
b67,297,109,44,40,0
b68,135,128,63,52,1
b69,405,20,27,54,1
b70,241,287,42,42,1
b71,0,288,22,64,1
b72,291,0,61,61,1
b73,283,287,61,67,0
b74,344,239,42,38,1
b75,253,329,28,19,1
b76,135,359,33,22,1
b77,378,369,57,66,1
b78,202,305,36,32,0
b79,94,181,41,60,1
b80,195,339,58,16,1
b81,46,57,50,40,1
b82,388,293,47,57,0
b83,23,328,22,16,0
b84,135,238,67,22,0
b85,405,0,25,20,1
b86,398,165,37,56,1
b87,198,153,44,39,1
b88,17,399,37,24,0
b89,348,212,38,27,0
b90,54,394,39,33,0
b91,57,0,56,33,0
b92,96,165,26,16,0
b93,96,370,35,65,1
b94,198,50,59,41,1
b95,384,350,51,19,0
b96,69,308,66,40,1
b97,0,352,17,67,0
b98,196,28,62,22,1
b99,69,259,66,49,1
