name,x,y,width,height,rotated
b0,165,401,43,33,0
b1,131,0,65,37,0
b2,50,349,53,34,0
b3,98,105,37,67,0
b4,0,117,29,19,0
b5,257,103,39,49,0
b6,38,160,40,18,0
b7,266,413,40,22,1
b8,242,153,50,62,0
b9,296,65,16,41,0
b10,46,61,52,18,1
b11,202,176,39,59,0
b12,196,22,61,28,0
b13,312,66,57,48,1
b14,131,37,63,43,0
b15,292,185,59,52,0
b16,215,361,36,57,0
b17,391,272,44,66,0
b18,241,215,48,51,0
b19,41,403,50,31,1
b20,57,0,37,19,0
b21,344,346,50,64,1
b22,201,304,49,34,0
b23,115,206,20,49,0
b24,348,154,45,28,0
b25,255,359,39,54,1
b26,289,258,55,40,0
b27,291,0,25,65,0
b28,202,235,39,46,0
b29,57,19,62,24,1
b30,138,353,26,24,1
b31,103,294,34,26,1
b32,50,306,53,43,1
b33,306,406,35,22,1
b34,138,377,27,54,0
b35,0,136,38,31,1
b36,22,178,67,39,1
b37,41,383,60,20,1
b38,198,338,57,23,1
b39,135,115,55,52,1
b40,89,222,26,29,0
b41,23,306,27,55,0
b42,198,91,53,62,1
b43,0,56,46,61,1
b44,369,67,65,47,0
b45,0,298,23,44,0
b46,202,281,39,22,0
b47,103,320,33,65,1
b48,38,133,57,27,0
b49,344,281,47,65,0
b50,135,167,67,32,0
b51,296,114,57,38,1
b52,51,79,45,54,1
b53,292,237,43,21,0
b54,135,80,61,18,1
b55,257,47,34,56,0
b56,135,98,63,17,1
b57,57,43,47,18,1
b58,89,172,46,34,0
b59,101,385,37,50,1
b60,202,153,40,23,0
b61,398,159,33,23,0
b62,138,334,60,19,0
b63,397,114,36,45,0
b64,294,359,50,47,0
b65,0,0,57,56,0
b66,135,199,67,61,0
b67,353,114,44,40,0
b68,138,282,63,52,1
b69,255,304,27,54,1
b70,344,239,42,42,0
b71,0,167,22,64,1
b72,283,298,61,61,1
b73,373,0,61,67,0
b74,241,266,42,38,1
b75,94,0,28,19,1
b76,196,0,33,22,1
b77,316,0,57,66,1
b78,394,338,36,32,0
b79,0,361,41,60,1
b80,208,418,58,16,1
b81,165,361,50,40,1
b82,351,182,47,57,0
b83,29,117,22,16,0
b84,135,260,67,22,0
b85,257,22,20,25,0
b86,398,182,37,56,1
b87,89,255,44,39,1
b88,98,81,37,24,0
b89,104,43,27,38,1
b90,386,239,39,33,0
b91,292,152,56,33,0
b92,89,206,26,16,0
b93,395,370,35,65,1
b94,198,50,59,41,1
b95,344,410,51,19,0
b96,23,266,66,40,1
b97,0,231,17,67,0
b98,229,0,62,22,1
b99,23,217,66,49,1
