name,x,y,width,height,rotated
b0,390,0,36,16,0
b1,215,151,19,39,0
b2,37,212,41,35,0
b3,253,99,18,47,0
b4,227,93,26,32,0
b5,0,335,35,31,0
b6,35,382,29,13,0
b7,12,302,28,21,0
b8,0,385,15,32,1
b9,18,91,46,34,0
b10,35,337,32,45,1
b11,323,201,14,36,0
b12,37,247,42,36,1
b13,18,167,48,45,0
b14,190,159,25,15,1
b15,18,46,46,45,1
b16,329,38,22,18,1
b17,235,187,33,26,0
b18,385,302,19,34,1
b19,385,246,30,12,0
b20,117,147,33,28,1
b21,144,249,39,44,1
b22,295,370,39,26,1
b23,12,242,25,40,1
b24,331,78,25,15,0
b25,295,78,36,36,0
b26,159,205,25,43,1
b27,219,427,34,15,0
b28,296,310,46,38,0
b29,0,242,12,37,0
b30,263,229,17,27,0
b31,234,146,37,16,0
b32,138,349,32,23,1
b33,342,292,18,36,0
b34,356,25,38,19,1
b35,195,126,15,33,0
b36,12,323,28,12,0
b37,374,44,21,16,1
b38,397,352,33,26,0
b39,332,93,42,30,1
b40,64,103,28,41,0
b41,132,115,16,16,1
b42,379,211,44,19,1
b43,283,173,40,34,0
b44,208,190,27,16,0
b45,180,379,37,14,1
b46,374,60,15,48,1
b47,220,206,14,23,1
b48,35,418,26,24,1
b49,104,244,40,31,0
b50,150,35,33,42,0
b51,190,0,27,48,0
b52,67,349,37,27,1
b53,323,237,18,17,1
b54,280,207,43,16,0
b55,150,81,46,13,1
b56,304,37,25,22,1
b57,248,331,48,19,1
b58,67,330,41,19,1
b59,18,0,46,46,0
b60,404,304,35,30,1
b61,104,275,34,33,1
b62,112,70,37,45,0
b63,217,54,35,15,1
b64,52,283,48,47,1
b65,106,404,33,30,1
b66,108,373,31,31,0
b67,64,39,44,37,0
b68,215,69,35,24,0
b69,341,217,38,19,1
b70,15,385,14,36,1
b71,408,262,34,42,1
b72,341,160,34,33,0
b73,0,0,18,38,0
b74,243,261,29,18,0
b75,35,395,27,23,1
b76,397,378,12,14,1
b77,248,307,16,24,1
b78,200,229,43,26,1
b79,100,308,37,19,1
b80,218,255,15,14,1
b81,243,229,20,32,1
b82,183,48,32,33,0
b83,64,144,37,19,1
b84,342,349,43,37,0
b85,342,401,48,37,0
b86,396,187,24,24,0
b87,375,120,19,45,1
b88,342,264,43,28,1
b89,40,302,12,35,0
b90,271,99,24,45,1
b91,253,407,44,28,0
b92,184,312,42,24,0
b93,342,328,43,21,0
b94,385,230,15,16,0
b95,254,0,25,36,1
b96,159,160,25,45,0
b97,220,363,28,25,1
b98,184,228,16,26,0
b99,139,420,37,20,0
b100,79,376,27,25,0
b101,139,372,40,48,0
b102,329,0,25,38,0
b103,195,94,32,32,0
b104,354,0,36,25,0
b105,280,223,42,31,0
b106,64,0,34,39,0
b107,235,213,45,16,0
b108,196,174,12,33,1
b109,271,164,12,22,0
b110,385,258,23,44,1
b111,269,186,13,18,1
b112,286,31,18,46,0
b113,341,236,43,28,0
b114,12,283,39,19,0
b115,0,212,37,30,0
b116,98,0,42,37,1
b117,272,256,24,37,0
b118,78,209,39,35,0
b119,341,193,36,24,1
b120,184,336,45,15,1
b121,296,278,45,32,1
b122,62,412,43,30,0
b123,389,60,35,13,1
b124,296,160,39,13,1
b125,229,335,18,28,0
b126,180,351,38,28,0
b127,272,293,24,22,0
b128,79,244,25,36,1
b129,394,120,46,44,1
b130,150,94,45,44,1
b131,217,34,36,20,0
b132,424,60,16,38,1
b133,208,206,12,14,1
b134,174,0,16,29,1
b135,334,386,37,15,1
b136,377,187,19,24,1
b137,404,334,22,18,0
b138,226,305,22,30,1
b139,296,114,31,33,1
b140,390,392,16,12,1
b141,235,162,34,25,1
b142,108,327,27,46,0
b143,138,293,46,44,0
b144,117,218,29,25,1
b145,184,255,34,45,1
b146,220,392,33,34,0
b147,146,218,12,31,0
b148,210,126,17,25,0
b149,377,165,22,22,0
b150,264,315,30,13,1
b151,415,246,27,16,1
b152,112,37,33,33,1
b153,179,427,40,12,0
b154,248,350,44,42,1
b155,385,369,12,13,0
b156,304,59,42,19,1
b157,138,337,42,12,0
b158,323,173,17,28,1
b159,218,269,24,36,0
b160,296,147,36,12,1
b161,0,366,31,19,1
b162,184,300,30,12,0
b163,66,163,47,46,1
b164,80,76,32,27,0
b165,253,58,33,41,1
b166,67,376,12,36,1
b167,356,44,14,47,1
b168,304,0,25,37,1
b169,395,16,46,28,0
b170,296,348,45,22,1
b171,140,0,34,35,1
b172,279,0,25,31,1
b173,399,164,42,22,0
b174,271,144,25,20,0
b175,184,174,12,34,1
b176,184,208,16,20,1
b177,409,378,21,31,0
b178,64,76,16,20,1
b179,297,401,45,41,0
b180,234,125,19,21,0
b181,253,392,42,15,1
b182,385,336,12,33,1
b183,400,230,37,16,0
b184,112,115,20,19,0
b185,423,186,13,44,0
b186,101,134,48,13,1
b187,254,36,24,22,1
b188,296,254,40,24,1
b189,92,103,20,31,1
b190,217,0,37,34,0
b191,332,123,42,37,0
b192,248,279,22,28,0
b193,18,125,43,42,1
b194,117,175,42,43,0
b195,360,292,25,36,0
b196,395,44,39,16,0
b197,389,73,35,47,1
b198,150,138,40,22,1
b199,180,393,40,34,1
