name,x,y,width,height,rotated
b0,305,379,36,16,0
b1,101,0,19,39,0
b2,352,0,41,35,0
b3,374,384,18,47,0
b4,410,82,32,26,1
b5,374,202,35,31,0
b6,330,106,13,29,1
b7,129,97,21,28,1
b8,103,319,32,15,0
b9,54,265,46,34,0
b10,184,283,32,45,1
b11,341,387,14,36,0
b12,0,300,36,42,0
b13,393,0,48,45,0
b14,208,169,25,15,1
b15,112,192,46,45,1
b16,190,132,18,22,0
b17,302,96,26,33,1
b18,355,387,19,34,1
b19,376,276,30,12,0
b20,408,266,33,28,1
b21,150,93,44,39,0
b22,365,82,26,39,0
b23,58,42,25,40,1
b24,341,262,25,15,0
b25,36,343,36,36,1
b26,296,300,25,43,1
b27,0,342,34,15,0
b28,295,262,46,38,0
b29,0,255,12,37,0
b30,325,0,27,17,1
b31,180,411,37,16,0
b32,78,381,23,32,0
b33,108,86,18,36,0
b34,247,183,38,19,1
b35,309,67,33,15,1
b36,330,135,12,28,1
b37,141,171,16,21,0
b38,217,396,33,26,0
b39,268,33,42,30,1
b40,343,121,28,41,0
b41,129,81,16,16,0
b42,247,164,44,19,1
b43,153,0,34,40,1
b44,376,288,16,27,1
b45,211,0,37,14,1
b46,129,33,15,48,1
b47,240,266,23,14,0
b48,82,239,24,26,0
b49,267,0,40,31,0
b50,216,286,33,42,0
b51,159,154,27,48,0
b52,388,45,27,37,0
b53,200,236,18,17,1
b54,307,17,43,16,0
b55,247,151,46,13,1
b56,296,343,25,22,1
b57,247,202,48,19,1
b58,184,344,41,19,1
b59,136,286,46,46,1
b60,184,253,35,30,1
b61,117,125,33,34,0
b62,392,354,45,37,1
b63,337,163,35,15,1
b64,106,238,47,48,0
b65,106,286,30,33,0
b66,186,205,31,31,0
b67,0,211,37,44,1
b68,366,349,24,35,1
b69,374,183,38,19,1
b70,97,176,14,36,1
b71,403,312,34,42,1
b72,310,33,33,34,1
b73,36,261,18,38,0
b74,202,184,29,18,0
b75,295,197,23,27,0
b76,202,380,14,12,0
b77,117,171,24,16,0
b78,374,233,26,43,0
b79,318,197,19,37,0
b80,296,365,15,14,1
b81,182,379,20,32,1
b82,235,38,32,33,0
b83,415,45,19,37,0
b84,253,384,37,43,1
b85,12,174,48,37,0
b86,269,127,24,24,1
b87,372,121,19,45,1
b88,253,326,43,28,1
b89,0,0,12,35,0
b90,12,255,24,45,1
b91,80,86,28,44,1
b92,249,302,42,24,0
b93,144,40,43,21,0
b94,184,236,16,15,1
b95,159,202,25,36,1
b96,243,221,25,45,0
b97,145,352,28,25,1
b98,182,363,26,16,1
b99,36,416,37,20,0
b100,412,216,27,25,0
b101,104,392,40,48,0
b102,341,349,25,38,0
b103,198,55,32,32,1
b104,233,110,36,25,0
b105,153,238,31,42,1
b106,0,377,34,39,0
b107,249,286,45,16,0
b108,105,143,12,33,1
b109,337,178,22,12,1
b110,36,299,23,44,1
b111,307,0,18,13,0
b112,321,300,18,46,0
b113,391,108,43,28,0
b114,349,60,39,19,0
b115,337,232,37,30,0
b116,36,379,42,37,1
b117,225,328,24,37,0
b118,233,71,35,39,1
b119,187,0,24,36,0
b120,208,365,45,15,1
b121,392,391,45,32,1
b122,253,354,43,30,0
b123,233,135,35,13,1
b124,84,174,13,39,0
b125,211,14,28,18,1
b126,295,234,38,28,0
b127,341,321,22,24,1
b128,109,367,36,25,0
b129,83,42,46,44,1
b130,60,130,45,44,1
b131,143,332,36,20,0
b132,349,79,16,38,1
b133,181,61,12,14,1
b134,186,176,16,29,1
b135,72,341,37,15,1
b136,330,82,19,24,1
b137,408,294,22,18,0
b138,354,277,22,30,1
b139,269,96,33,31,0
b140,202,392,12,16,0
b141,400,241,34,25,1
b142,412,170,27,46,0
b143,12,130,46,44,0
b144,83,213,29,25,1
b145,198,87,34,45,1
b146,109,334,34,33,1
b147,73,429,31,12,1
b148,343,35,17,25,0
b149,186,154,22,22,1
b150,217,202,30,13,1
b151,341,423,27,16,1
b152,120,0,33,33,1
b153,217,427,40,12,0
b154,59,299,44,42,1
b155,105,130,12,13,0
b156,193,36,42,19,1
b157,117,159,42,12,0
b158,374,166,28,17,0
b159,60,174,24,36,0
b160,291,185,36,12,1
b161,150,61,31,19,1
b162,280,253,12,30,1
b163,12,0,46,47,0
b164,268,221,27,32,1
b165,268,63,41,33,0
b166,144,424,36,12,0
b167,233,148,14,47,1
b168,208,132,25,37,1
b169,37,211,46,28,0
b170,37,239,45,22,1
b171,402,136,35,34,0
b172,78,356,31,25,0
b173,293,163,42,22,0
b174,321,346,20,25,1
b175,180,427,34,12,0
b176,78,413,20,16,0
b177,219,255,21,31,0
b178,392,288,16,20,1
b179,12,89,45,41,0
b180,391,82,19,21,0
b181,290,384,15,42,0
b182,268,253,12,33,1
b183,216,380,37,16,0
b184,58,82,19,20,1
b185,341,277,13,44,0
b186,150,80,48,13,1
b187,239,14,22,24,0
b188,219,215,24,40,0
b189,0,357,31,20,0
b190,293,129,37,34,0
b191,337,190,37,42,1
b192,58,102,22,28,0
b193,12,47,43,42,1
b194,58,0,43,42,1
b195,305,395,36,25,1
b196,184,328,39,16,0
b197,145,377,35,47,1
b198,150,132,40,22,1
b199,363,315,40,34,1
