name,x,y,width,height,rotated
b0,65,62,36,16,0
b1,381,356,19,39,0
b2,37,197,41,35,0
b3,424,142,18,47,0
b4,34,354,32,26,1
b5,342,129,31,35,1
b6,325,218,13,29,1
b7,377,237,21,28,1
b8,0,375,32,15,0
b9,294,360,46,34,0
b10,340,333,32,45,1
b11,363,280,14,36,0
b12,182,342,42,36,1
b13,19,115,48,45,0
b14,34,380,25,15,1
b15,136,257,46,45,1
b16,214,201,18,22,0
b17,230,36,33,26,0
b18,116,85,34,19,0
b19,164,89,30,12,0
b20,268,114,28,33,0
b21,150,114,39,44,1
b22,251,405,39,26,1
b23,78,255,25,40,1
b24,309,226,15,25,1
b25,221,0,36,36,0
b26,12,240,25,43,1
b27,0,402,15,34,1
b28,296,66,46,38,0
b29,251,337,12,37,0
b30,100,104,17,27,0
b31,37,285,16,37,1
b32,304,31,23,32,0
b33,66,351,36,18,1
b34,230,127,38,19,1
b35,194,79,33,15,1
b36,374,209,12,28,1
b37,273,19,21,16,1
b38,103,257,33,26,0
b39,233,147,42,30,1
b40,107,0,28,41,0
b41,100,85,16,16,1
b42,294,251,44,19,1
b43,230,62,34,40,1
b44,410,221,27,16,0
b45,127,411,37,14,1
b46,427,0,15,48,1
b47,387,221,23,14,0
b48,209,153,24,26,0
b49,264,35,40,31,0
b50,117,137,33,42,0
b51,268,66,27,48,0
b52,390,0,37,27,1
b53,340,316,18,17,1
b54,198,225,43,16,0
b55,150,101,46,13,1
b56,247,213,25,22,1
b57,339,190,48,19,1
b58,320,423,41,19,1
b59,19,0,46,46,1
b60,220,288,35,30,1
b61,102,315,33,34,0
b62,294,270,45,37,1
b63,65,78,35,15,1
b64,67,131,48,47,1
b65,292,196,33,30,1
b66,296,0,31,31,1
b67,387,142,37,44,1
b68,339,256,35,24,0
b69,0,0,19,38,0
b70,15,402,14,36,1
b71,403,295,34,42,1
b72,360,83,33,34,1
b73,78,237,38,18,1
b74,263,357,29,18,0
b75,102,349,27,23,1
b76,255,288,14,12,0
b77,224,337,24,16,0
b78,377,295,26,43,0
b79,298,146,37,19,1
b80,363,316,14,15,0
b81,36,322,20,32,1
b82,194,46,32,33,0
b83,385,27,37,19,1
b84,0,197,37,43,1
b85,19,160,48,37,0
b86,206,129,24,24,1
b87,387,202,45,19,0
b88,398,237,43,28,1
b89,0,240,12,35,0
b90,216,241,24,45,1
b91,294,394,44,28,0
b92,327,0,24,42,1
b93,294,339,43,21,0
b94,183,225,15,16,0
b95,159,180,25,36,1
b96,269,266,25,45,0
b97,222,403,28,25,1
b98,294,422,26,16,1
b99,12,283,20,37,1
b100,135,0,25,27,1
b101,129,371,48,40,1
b102,67,93,25,38,0
b103,103,283,32,32,1
b104,65,37,36,25,0
b105,96,393,31,42,1
b106,400,402,39,34,1
b107,247,235,45,16,0
b108,279,196,12,33,1
b109,325,196,12,22,0
b110,32,395,23,44,1
b111,257,0,18,13,0
b112,342,83,18,46,0
b113,393,68,43,28,0
b114,299,165,39,19,0
b115,377,265,37,30,0
b116,400,365,42,37,1
b117,71,405,24,37,0
b118,78,178,39,35,0
b119,78,213,36,24,1
b120,177,400,45,15,1
b121,294,307,45,32,1
b122,251,375,43,30,0
b123,339,164,35,13,1
b124,255,311,39,13,1
b125,372,338,28,18,1
b126,403,337,38,28,0
b127,12,320,24,22,0
b128,71,369,25,36,1
b129,19,46,46,44,1
b130,101,41,45,44,1
b131,247,177,20,36,1
b132,351,28,16,38,1
b133,150,89,14,12,0
b134,190,129,16,29,1
b135,55,396,15,37,0
b136,279,147,19,24,1
b137,224,353,22,18,0
b138,414,265,22,30,1
b139,263,324,31,33,1
b140,59,380,12,16,0
b141,230,102,34,25,1
b142,194,0,27,46,0
b143,56,307,46,44,0
b144,222,378,29,25,1
b145,160,0,34,45,1
b146,0,342,34,33,1
b147,0,390,31,12,1
b148,292,226,17,25,0
b149,211,179,22,22,1
b150,184,212,30,13,1
b151,367,28,16,27,0
b152,117,104,33,33,1
b153,164,415,40,12,0
b154,135,327,42,44,0
b155,163,427,13,12,1
b156,182,323,42,19,1
b157,53,295,42,12,0
b158,351,66,28,17,0
b159,339,280,24,36,0
b160,299,184,36,12,1
b161,224,318,31,19,1
b162,267,177,12,30,1
b163,393,96,47,46,1
b164,184,180,27,32,1
b165,37,232,41,33,0
b166,127,425,36,12,0
b167,233,177,14,47,1
b168,136,302,37,25,0
b169,146,45,46,28,0
b170,177,378,45,22,1
b171,196,94,34,35,1
b172,19,90,31,25,0
b173,385,46,42,22,0
b174,279,171,20,25,1
b175,351,16,34,12,0
b176,257,13,16,20,1
b177,96,372,31,21,1
b178,150,73,20,16,0
b179,340,378,41,45,1
b180,275,0,21,19,1
b181,241,251,42,15,1
b182,183,277,33,12,0
b183,387,186,37,16,0
b184,190,158,19,20,1
b185,374,117,13,44,0
b186,339,177,48,13,1
b187,327,42,22,24,0
b188,159,216,24,40,0
b189,37,265,31,20,0
b190,183,289,37,34,0
b191,65,0,42,37,0
b192,241,266,28,22,1
b193,117,180,42,43,0
b194,296,104,43,42,1
b195,183,241,25,36,0
b196,351,0,39,16,0
b197,339,209,35,47,1
b198,150,158,40,22,1
b199,117,223,40,34,1
