name,x,y,width,height,rotated
b0,321,180,16,36,1
b1,249,263,19,39,0
b2,18,46,41,35,0
b3,378,356,18,47,0
b4,378,403,26,32,0
b5,225,45,35,31,0
b6,307,167,29,13,0
b7,64,109,21,28,1
b8,131,115,15,32,1
b9,85,115,46,34,0
b10,103,394,32,45,1
b11,337,100,36,14,1
b12,114,0,36,42,0
b13,100,70,48,45,0
b14,37,364,15,25,0
b15,37,394,46,45,1
b16,382,299,22,18,1
b17,225,102,33,26,0
b18,286,0,19,34,1
b19,241,205,12,30,1
b20,265,230,28,33,0
b21,291,128,44,39,0
b22,225,76,39,26,1
b23,64,0,25,40,1
b24,380,175,15,25,1
b25,64,73,36,36,1
b26,36,247,25,43,1
b27,0,421,34,15,0
b28,293,264,46,38,0
b29,181,57,12,37,0
b30,291,207,27,17,1
b31,219,255,16,37,1
b32,105,349,32,23,1
b33,229,152,18,36,0
b34,336,133,38,19,1
b35,373,53,15,33,0
b36,181,94,12,28,1
b37,165,75,16,21,0
b38,324,0,26,33,1
b39,295,68,42,30,1
b40,157,152,28,41,0
b41,182,203,16,16,1
b42,247,186,44,19,1
b43,182,219,34,40,1
b44,36,290,27,16,0
b45,148,138,37,14,1
b46,421,125,15,48,1
b47,235,259,14,23,1
b48,264,127,26,24,1
b49,18,124,40,31,0
b50,150,0,42,33,1
b51,192,0,27,48,0
b52,400,0,27,37,0
b53,246,321,18,17,1
b54,198,203,43,16,0
b55,375,162,46,13,1
b56,324,33,25,22,1
b57,246,302,48,19,1
b58,135,408,41,19,1
b59,18,0,46,46,1
b60,103,237,35,30,1
b61,0,192,34,33,1
b62,396,356,45,37,1
b63,259,379,35,15,1
b64,66,149,48,47,1
b65,265,346,30,33,0
b66,264,69,31,31,1
b67,404,81,37,44,1
b68,405,331,35,24,0
b69,339,356,38,19,1
b70,83,399,14,36,1
b71,394,233,42,34,0
b72,253,0,33,34,1
b73,0,0,18,38,0
b74,150,57,29,18,0
b75,218,292,27,23,1
b76,228,188,14,12,0
b77,185,158,24,16,0
b78,339,247,43,26,1
b79,268,263,19,37,0
b80,307,180,14,15,0
b81,83,367,20,32,1
b82,115,149,33,32,1
b83,388,37,37,19,1
b84,375,125,43,37,0
b85,18,155,48,37,0
b86,241,235,24,24,0
b87,305,21,19,45,1
b88,185,175,43,28,1
b89,0,225,12,35,0
b90,12,247,24,45,1
b91,293,236,44,28,0
b92,181,344,42,24,0
b93,180,386,43,21,0
b94,52,379,16,15,1
b95,253,205,36,25,0
b96,157,193,25,45,0
b97,148,100,28,25,1
b98,57,315,26,16,1
b99,68,347,37,20,0
b100,265,321,27,25,0
b101,138,284,40,48,0
b102,337,152,38,25,1
b103,405,299,32,32,1
b104,89,0,25,36,1
b105,193,48,31,42,1
b106,103,267,34,39,0
b107,65,196,45,16,0
b108,223,384,33,12,0
b109,247,128,12,22,0
b110,225,396,23,44,1
b111,324,55,18,13,0
b112,364,273,18,46,0
b113,337,219,43,28,0
b114,336,114,39,19,0
b115,296,98,37,30,0
b116,61,250,42,37,1
b117,150,33,37,24,1
b118,36,212,39,35,0
b119,223,360,36,24,1
b120,180,407,45,15,1
b121,382,267,45,32,1
b122,137,378,43,30,0
b123,259,394,35,13,1
b124,68,334,39,13,1
b125,193,368,28,18,1
b126,63,287,38,28,0
b127,12,225,24,22,0
b128,182,274,36,25,0
b129,137,332,44,46,0
b130,295,302,44,45,0
b131,337,80,36,20,0
b132,291,167,16,38,1
b133,307,195,14,12,0
b134,375,86,16,29,1
b135,182,259,37,15,1
b136,201,137,24,19,0
b137,176,422,22,18,0
b138,216,315,30,22,0
b139,37,331,31,33,1
b140,114,337,16,12,1
b141,375,0,25,34,0
b142,337,375,27,46,0
b143,138,238,44,46,1
b144,193,90,29,25,1
b145,219,0,34,45,1
b146,182,311,34,33,1
b147,52,367,31,12,1
b148,148,75,17,25,0
b149,105,372,22,22,0
b150,382,200,13,30,0
b151,411,56,27,16,1
b152,64,40,33,33,1
b153,135,427,40,12,0
b154,115,181,42,44,0
b155,181,368,12,13,0
b156,247,151,42,19,1
b157,115,225,42,12,0
b158,350,36,28,17,0
b159,216,219,24,36,0
b160,395,221,36,12,1
b161,83,315,31,19,1
b162,382,230,12,30,1
b163,395,175,47,46,1
b164,264,100,32,27,0
b165,294,407,41,33,0
b166,182,299,36,12,0
b167,364,375,14,47,1
b168,339,273,25,37,1
b169,100,42,46,28,0
b170,12,306,45,22,1
b171,260,34,34,35,1
b172,342,55,31,25,0
b173,223,338,42,22,0
b174,391,56,20,25,1
b175,293,224,34,12,0
b176,75,234,20,16,0
b177,114,306,21,31,0
b178,185,138,16,20,1
b179,295,362,41,45,1
b180,305,0,19,21,0
b181,295,347,42,15,1
b182,0,362,33,12,0
b183,247,170,37,16,0
b184,209,156,20,19,0
b185,391,81,13,44,0
b186,148,125,48,13,1
b187,225,128,22,24,0
b188,339,310,24,40,0
b189,34,192,31,20,0
b190,0,328,37,34,0
b191,363,319,42,37,0
b192,196,115,28,22,1
b193,18,81,42,43,0
b194,337,177,43,42,1
b195,350,0,25,36,0
b196,336,422,39,16,0
b197,0,374,35,47,1
b198,75,212,40,22,1
b199,248,407,40,34,1
