name,x,y,width,height,rotated
b0,0,0,16,36,1
b1,342,319,19,39,0
b2,77,177,41,35,0
b3,375,45,18,47,0
b4,0,404,32,26,1
b5,267,129,35,31,0
b6,327,224,13,29,1
b7,138,355,28,21,0
b8,282,380,15,32,1
b9,16,142,46,34,0
b10,219,392,32,45,1
b11,365,351,14,36,0
b12,37,212,42,36,1
b13,62,132,48,45,0
b14,12,224,25,15,1
b15,53,295,46,45,1
b16,335,81,18,22,0
b17,187,205,33,26,0
b18,341,147,34,19,0
b19,198,112,30,12,0
b20,305,156,33,28,1
b21,296,185,44,39,0
b22,251,320,39,26,1
b23,182,300,25,40,1
b24,290,160,15,25,1
b25,62,0,36,36,0
b26,12,295,25,43,1
b27,267,380,15,34,1
b28,296,277,46,38,0
b29,0,224,12,37,0
b30,235,175,17,27,0
b31,118,216,37,16,0
b32,98,0,23,32,0
b33,420,232,18,36,0
b34,341,181,38,19,1
b35,220,199,15,33,0
b36,379,138,12,28,1
b37,185,231,16,21,0
b38,391,169,33,26,0
b39,252,271,42,30,1
b40,344,40,28,41,0
b41,244,228,16,16,1
b42,252,301,44,19,1
b43,37,177,40,34,0
b44,12,279,27,16,0
b45,58,340,37,14,1
b46,329,24,15,48,1
b47,207,300,14,23,1
b48,235,202,24,26,0
b49,37,248,40,31,0
b50,163,0,33,42,0
b51,196,0,27,48,0
b52,358,402,27,37,0
b53,187,187,17,18,0
b54,265,77,43,16,0
b55,152,76,46,13,1
b56,406,355,25,22,1
b57,341,216,48,19,1
b58,294,421,41,19,1
b59,16,52,46,46,1
b60,221,300,30,35,0
b61,104,279,34,33,1
b62,296,315,45,37,1
b63,341,166,35,15,1
b64,104,232,48,47,1
b65,222,266,30,33,0
b66,296,224,31,31,1
b67,393,45,44,37,0
b68,379,351,24,35,1
b69,252,176,38,19,1
b70,39,295,14,36,1
b71,408,268,34,42,1
b72,194,141,34,33,0
b73,366,279,18,38,0
b74,310,0,18,29,1
b75,100,417,27,23,1
b76,370,200,12,14,1
b77,272,255,24,16,0
b78,393,82,43,26,1
b79,255,346,37,19,1
b80,207,323,14,15,0
b81,62,374,20,32,1
b82,118,83,33,32,1
b83,385,402,19,37,0
b84,391,195,43,37,0
b85,0,176,37,48,1
b86,347,16,24,24,1
b87,310,29,19,45,1
b88,251,414,43,28,1
b89,65,408,35,12,1
b90,272,210,24,45,1
b91,297,352,44,28,0
b92,16,28,42,24,0
b93,201,232,43,21,0
b94,353,81,15,16,0
b95,93,96,25,36,1
b96,160,219,25,45,0
b97,118,115,28,25,1
b98,379,386,26,16,1
b99,167,421,37,20,0
b100,204,174,27,25,0
b101,115,377,48,40,1
b102,79,212,25,38,0
b103,33,406,32,32,1
b104,231,107,36,25,0
b105,62,69,31,42,1
b106,152,42,39,34,1
b107,39,279,45,16,0
b108,255,380,12,33,1
b109,349,135,22,12,1
b110,342,358,23,44,1
b111,98,83,18,13,0
b112,375,92,18,46,0
b113,292,93,43,28,0
b114,182,340,39,19,0
b115,198,75,30,37,1
b116,121,0,42,37,1
b117,12,239,24,37,0
b118,393,108,35,39,1
b119,231,132,36,24,1
b120,182,359,45,15,1
b121,361,319,45,32,1
b122,138,325,43,30,0
b123,152,148,35,13,1
b124,212,379,39,13,1
b125,244,244,28,18,1
b126,181,393,38,28,0
b127,79,250,24,22,0
b128,33,340,25,36,1
b129,138,279,44,46,0
b130,388,0,44,45,0
b131,58,354,36,20,0
b132,252,160,38,16,0
b133,379,166,12,14,1
b134,341,200,29,16,0
b135,259,195,37,15,1
b136,328,0,19,24,1
b137,223,0,18,22,1
b138,221,335,30,22,0
b139,82,377,33,31,0
b140,163,402,16,12,1
b141,240,73,25,34,0
b142,160,173,27,46,0
b143,16,98,46,44,0
b144,33,376,29,25,1
b145,406,310,34,45,1
b146,118,140,34,33,1
b147,104,312,31,12,1
b148,308,74,25,17,1
b149,353,97,22,22,0
b150,152,264,30,13,1
b151,372,16,16,27,0
b152,62,36,33,33,1
b153,127,417,40,12,0
b154,342,235,42,44,0
b155,192,174,12,13,0
b156,95,358,42,19,1
b157,223,61,42,12,0
b158,198,124,28,17,0
b159,384,267,24,36,0
b160,384,235,36,12,1
b161,181,374,31,19,1
b162,260,210,12,30,1
b163,98,37,47,46,1
b164,191,48,32,27,0
b165,0,338,33,41,1
b166,127,429,36,12,0
b167,166,355,14,47,1
b168,223,24,25,37,1
b169,16,0,46,28,0
b170,296,255,45,22,1
b171,302,121,34,35,1
b172,0,379,31,25,0
b173,391,147,42,22,0
b174,384,247,25,20,0
b175,152,161,34,12,0
b176,65,420,20,16,0
b177,405,377,21,31,0
b178,353,119,20,16,0
b179,297,380,45,41,0
b180,231,156,21,19,1
b181,255,365,42,15,1
b182,228,73,12,33,1
b183,342,402,16,37,1
b184,84,272,20,19,0
b185,336,103,13,44,0
b186,185,253,48,13,1
b187,241,0,22,24,0
b188,342,279,24,40,0
b189,62,111,31,20,0
b190,99,324,37,34,0
b191,152,89,42,37,0
b192,227,357,28,22,1
b193,265,35,43,42,1
b194,118,173,42,43,0
b195,267,93,25,36,0
b196,347,0,39,16,0
b197,263,0,47,35,0
b198,152,126,40,22,1
b199,182,266,40,34,1
